観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの4月の1位の値(mm),昨日までの4月の1位の値の品質情報,昨日までの4月の1位の値の年,昨日までの4月の1位の値の月,昨日までの4月の1位の値の日,統計開始年
33751,岩手県,釜石（カマイシ）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,356,8,2002,07,11,275,8,1982,04,16,1976
33776,岩手県,若柳（ワカヤナギ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,204,8,2002,07,11,104,8,1982,04,16,1976
33781,岩手県,江刺（エサシ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,221,8,2001,08,01,77,8,1982,04,16,1976
33801,岩手県,住田（スミタ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,231,8,2002,07,11,157,8,1982,04,16,1977
33831,岩手県,祭畤（マツルベ）,,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,337,8,1988,08,29,161,8,1982,04,16,1976
33841,岩手県,衣川（コロモガワ）,,2023,04,30,18,20,10.0,8,10.0,4,18,20,8,,,203,8,2002,07,11,90,8,1982,04,16,1976
33856,岩手県,大東（ダイトウ）,,2023,04,30,18,20,10.5,8,10.5,4,18,20,8,,,148.5,8,2013,07,27,81.0,8,2011,04,24,2005
33877,岩手県,大船渡（オオフナト）,47512,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,245,8,2002,07,11,206.0,8,2020,04,19,1976
33911,岩手県,一関（イチノセキ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,202,8,2002,07,11,102,8,1989,04,12,1976
33921,岩手県,千厩（センマヤ）,,2023,04,30,18,20,10.5,8,10.5,4,18,20,8,,,175,8,2002,07,11,90,8,1984,04,20,1976
34012,宮城県,駒ノ湯（コマノユ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,283,8,1989,08,28,157,8,1981,04,20,1976
34026,宮城県,気仙沼（ケセンヌマ）,,2023,04,30,18,20,7.5,8,7.5,4,18,20,8,,,274,8,1986,08,05,139,8,1982,04,16,1976
34056,宮城県,鴬沢（ウグイスザワ）,,2023,04,30,18,20,10.5,8,10.5,4,18,20,8,,,194.5,8,2015,09,11,73.0,8,2009,04,22,2001
34096,宮城県,川渡（カワタビ）,,2023,04,30,18,20,10.5,8,10.5,4,18,20,8,,,193,8,1989,08,28,107,8,2000,04,22,1976
34111,宮城県,築館（ツキダテ）,,2023,04,30,18,20,7.5,8,7.5,4,18,20,8,,,216.0,8,2022,07,16,124,8,1990,04,23,1976
34171,宮城県,米山（ヨネヤマ）,,2023,04,30,18,20,7.5,8,7.5,4,18,20,8,,,229.0,8,2019,10,13,133,8,1982,04,16,1976
34186,宮城県,志津川（シヅガワ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,240.5,8,2019,10,13,155,8,1982,04,16,1976
34206,宮城県,加美（カミ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,275.0,8,2019,10,13,89.5,8,2020,04,19,2005
34216,宮城県,古川（フルカワ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,239.0,8,2022,07,16,103,8,1982,04,16,1976
34241,宮城県,雄勝（オガツ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,437.0,8,2011,09,21,185,8,1982,04,16,1976
34262,宮城県,泉ケ岳（イズミガダケ）,,2023,04,30,18,20,2.5,8,2.5,4,18,20,8,,,293.0,8,2015,09,11,173.0,8,2020,04,19,2005
34266,宮城県,大衡（オオヒラ）,,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,309.5,8,2019,10,13,119,8,1982,04,16,1976
34276,宮城県,鹿島台（カシマダイ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,268,4,1986,08,05,133,8,1982,04,16,1976
34292,宮城県,石巻（イシノマキ）,47592,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,231.0,8,2011,09,21,145,8,1982,04,16,1976
34296,宮城県,女川（オナガワ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,376.5,8,2011,09,21,92.5,8,2014,04,04,2011
34311,宮城県,新川（ニッカワ）,,2023,04,30,18,20,1.0,8,1.0,4,18,20,8,,,231,8,1986,08,05,141.0,8,2020,04,19,1976
34331,宮城県,塩釜（シオガマ）,,2023,04,30,18,20,3.5,8,3.5,4,18,20,8,,,387,8,1986,08,05,108,8,1982,04,16,1976
34392,宮城県,仙台（センダイ）,47590,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,380,8,1986,08,05,97,8,1982,04,16,1976
34436,宮城県,名取（ナトリ）,,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,286.0,8,2019,10,13,61.0,8,2009,04,26,2003
34461,宮城県,白石（シロイシ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,357.5,8,2019,10,13,234,8,1999,04,25,1976
34462,宮城県,蔵王（ザオウ）,,2023,04,30,18,20,0.5,8,0.5,4,18,20,8,,,226.5,8,2019,10,13,107.0,8,2020,04,19,2005
34471,宮城県,亘理（ワタリ）,,2023,04,30,18,20,1.0,8,1.0,4,18,20,8,,,399,4,1986,08,05,93,8,1999,04,25,1976
34506,宮城県,丸森（マルモリ）,,2023,04,30,18,20,0.5,8,0.5,4,18,20,8,,,421.0,8,2019,10,13,190,8,1999,04,25,1977
34526,宮城県,筆甫（ヒッポ）,,2023,04,30,18,20,2.5,8,2.5,4,18,20,8,,,588.0,8,2019,10,13,343,8,1999,04,25,1978
35002,山形県,飛島（トビシマ）,,2023,04,30,18,20,17.5,8,17.5,4,18,20,8,,,251,8,2005,08,13,52,8,1992,04,30,1978
35052,山形県,酒田（サカタ）,47587,2023,04,30,18,20,18.0,8,18.0,4,18,20,8,,,179.5,8,2011,08,18,50,8,2007,04,22,1976
35056,山形県,酒田大沢（サカタオオサワ）,,2023,04,30,18,20,21.5,8,21.5,4,18,20,8,,,296.0,8,2018,08,06,50.0,8,2021,04,19,2017
35071,山形県,差首鍋（サスナベ）,,2023,04,30,18,20,27.0,8,27.0,4,18,20,8,,,299.0,8,2018,08,06,90,8,1977,04,29,1976
35086,山形県,浜中（ハマナカ）,,2023,04,30,18,20,19.5,8,19.5,4,18,20,8,,,338.0,8,2008,08,15,48,8,2007,04,22,2003
35116,山形県,金山（カネヤマ）,,2023,04,30,18,20,17.5,8,17.5,4,18,20,8,,,312.5,8,2018,08,06,63,8,1980,04,07,1976
35141,山形県,鶴岡（ツルオカ）,,2023,04,30,18,20,16.0,8,16.0,4,18,20,8,,,212.5,8,2011,08,18,52,8,2007,04,22,1976
35146,山形県,狩川（カリカワ）,,2023,04,30,18,20,17.0,8,17.0,4,18,20,8,,,429.0,8,2008,08,15,68,8,1984,04,20,1976
35162,山形県,新庄（シンジョウ）,47520,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,268.5,8,2018,08,06,58,8,1982,04,16,1976
35171,山形県,瀬見（セミ）,,2023,04,30,18,20,17.5,8,17.5,4,18,20,8,,,309.5,8,2018,08,06,69,8,1982,04,16,1976
35176,山形県,向町（ムカイマチ）,,2023,04,30,18,20,20.5,8,20.5,4,18,20,8,,,263.5,8,2018,08,06,81.0,8,2020,04,19,1976
35201,山形県,櫛引（クシビキ）,,2023,04,30,18,20,15.0,8,15.0,4,18,20,8,,,169.5,8,2011,08,18,59,8,1982,04,11,1977
35216,山形県,肘折（ヒジオリ）,,2023,04,30,18,20,8.0,8,8.0,4,18,20,8,,,229.0,8,2018,08,06,70.0,8,2020,04,19,1976
35231,山形県,尾花沢（オバナザワ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,195.5,8,2018,08,06,68,8,1982,04,16,1976
35246,山形県,鼠ケ関（ネズガセキ）,,2023,04,30,18,20,20.5,8,20.5,4,18,20,8,,,306,8,1987,08,29,59.0,8,2015,04,21,1976
35256,山形県,荒沢（アラサワ）,,2023,04,30,18,20,23.0,8,23.0,4,18,20,8,,,273,8,1987,08,29,104.0,8,2021,04,19,1979
35332,山形県,村山（ムラヤマ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,141.5,8,2020,07,28,46.5,8,2016,04,08,2002
35334,山形県,東根（ヒガシネ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,152.0,8,2020,07,28,43.0,8,2020,04,19,2003
35361,山形県,大井沢（オオイサワ）,,2023,04,30,18,20,12.5,8,12.5,4,18,20,8,,,249.0,8,2013,07,18,79,8,1984,04,20,1978
35376,山形県,左沢（アテラザワ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,199,8,1976,08,06,61,8,1984,04,20,1976
35426,山形県,山形（ヤマガタ）,47588,2023,04,30,18,20,2.5,8,2.5,4,18,20,8,,,183,8,1981,08,23,84,8,1999,04,25,1976
35456,山形県,長井（ナガイ）,,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,241.5,8,2022,08,04,65,8,2007,04,23,1976
35466,山形県,上山中山（カミノヤマナカヤマ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,184.5,8,2014,07,10,66.0,8,2020,04,19,2006
35486,山形県,小国（オグニ）,,2023,04,30,18,20,14.5,8,14.5,4,18,20,8,,,352.5,8,2022,08,04,101.0,8,2021,04,19,1976
35511,山形県,高畠（タカハタ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,240.5,8,2019,10,13,99.5,8,2020,04,19,1977
35537,山形県,中津川（ナカツガワ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,186.5,8,2022,08,04,85,8,1999,04,25,1981
35541,山形県,高峰（タカミネ）,,2023,04,30,18,20,1.0,8,1.0,4,18,20,8,,,306.5,8,2022,08,04,67.0,8,2020,04,19,1976
35552,山形県,米沢（ヨネザワ）,,2023,04,30,18,20,1.0,8,1.0,4,18,20,8,,,256.0,8,2022,08,04,80,8,1999,04,25,1976
36056,福島県,茂庭（モニワ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,208,8,2002,07,11,139.0,8,2020,04,19,1992
36066,福島県,梁川（ヤナガワ）,,2023,04,30,18,20,0.5,8,0.5,4,18,20,8,,,213.5,8,2019,10,13,159,8,1999,04,25,1976
36106,福島県,桧原（ヒバラ）,,2023,04,30,18,20,10.0,8,10.0,4,18,20,8,,,314.5,8,2022,08,04,92,8,1982,04,16,1978
36127,福島県,福島（フクシマ）,47595,2023,04,30,18,20,0.5,8,0.5,4,18,20,8,,,261,8,1986,08,05,91,8,1999,04,25,1976
36151,福島県,相馬（ソウマ）,,2023,04,30,18,20,0.5,8,0.5,4,18,20,8,,,292,8,1986,08,05,151,8,1999,04,25,1976
36176,福島県,喜多方（キタカタ）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,275.5,8,2022,08,04,81,8,1982,04,16,1976
36196,福島県,鷲倉（ワシクラ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,412,8,1981,08,23,189,8,1999,04,25,1977
36221,福島県,飯舘（イイタテ）,,2023,04,30,18,20,4.5,8,4.5,4,18,20,8,,,331.5,8,2019,10,13,283,8,1999,04,25,1976
36231,福島県,原町（ハラマチ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,271.0,8,2019,10,13,187,8,1999,04,25,1976
36251,福島県,西会津（ニシアイヅ）,,2023,04,30,18,20,5.5,8,5.5,4,18,20,8,,,223,8,1995,08,03,65,8,1982,04,16,1976
36276,福島県,猪苗代（イナワシロ）,,2023,04,30,18,20,3.5,8,3.5,4,18,20,8,,,182,8,1981,08,23,83,8,1982,04,16,1976
36291,福島県,二本松（ニホンマツ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,239,8,1986,08,05,76,8,1982,04,16,1976
36307,福島県,津島（ツシマ）,,2023,04,30,18,20,8.0,8,8.0,4,18,20,8,,,332.0,8,2019,10,13,239,8,1999,04,25,1977
36342,福島県,金山（カネヤマ）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,215.5,4,2011,07,29,39.5,8,2016,04,28,2007
36361,福島県,若松（ワカマツ）,47570,2023,04,30,18,20,4.5,8,4.5,4,18,20,8,,,162,8,2004,07,14,78,8,1982,04,16,1976
36391,福島県,船引（フネヒキ）,,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,214,8,1998,08,30,75,8,1999,04,25,1976
36411,福島県,浪江（ナミエ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,314.5,8,2019,10,13,226,8,1999,04,25,1976
36426,福島県,只見（タダミ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,527.0,4,2011,07,30,63.5,8,2021,04,19,1976
36461,福島県,湖南（コナン）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,226,8,1986,08,05,110.5,8,2020,04,19,1982
36476,福島県,郡山（コオリヤマ）,,2023,04,30,18,20,7.5,8,7.5,4,18,20,8,,,204,8,1986,08,05,76,8,1982,04,16,1976
36501,福島県,川内（カワウチ）,,2023,04,30,18,20,10.0,8,10.0,4,18,20,8,,,441.0,8,2019,10,13,239,8,1999,04,25,1976
36511,福島県,富岡（トミオカ）,,2023,04,30,18,20,4.5,8,4.5,4,18,20,8,,,286,8,1986,08,05,188,8,1982,04,16,1976
36536,福島県,南郷（ナンゴウ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,164.5,8,2019,10,13,44,8,1982,04,16,1976
36562,福島県,湯本（ユモト）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,293.0,8,2019,10,13,111.5,8,2020,04,19,1988
36571,福島県,長沼（ナガヌマ）,,2023,04,30,18,20,5.0,8,5.0,4,18,20,8,,,350,8,1998,08,27,73.5,8,2020,04,19,1978
36581,福島県,玉川（タマカワ）,,2023,04,30,18,20,17.0,8,17.0,4,18,20,8,,,201.0,8,2011,09,21,86.5,8,2014,04,04,2003
36591,福島県,小野新町（オノニイマチ）,,2023,04,30,18,20,14.5,8,14.5,4,18,20,8,,,247.0,8,2019,10,13,87,8,1999,04,25,1976
36597,福島県,川前（カワマエ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,241.5,8,2019,10,13,76.0,8,2020,04,19,2014
36611,福島県,広野（ヒロノ）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,288,8,1986,08,05,168.5,8,2008,04,19,1976
36641,福島県,田島（タジマ）,,2023,04,30,18,20,5.0,8,5.0,4,18,20,8,,,239.5,8,2019,10,13,68,8,1999,04,25,1976
36667,福島県,白河（シラカワ）,47597,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,371.0,8,2019,10,13,68,8,1982,04,16,1976
36676,福島県,石川（イシカワ）,,2023,04,30,18,20,15.0,8,15.0,4,18,20,8,,,233,8,1986,08,05,83.5,8,2014,04,04,1976
36716,福島県,桧枝岐（ヒノエマタ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,257.5,8,2019,10,13,62.0,8,2020,04,19,1978
36726,福島県,舘岩（タテイワ）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,279.0,8,2019,10,13,59.0,8,2020,04,19,1978
36781,福島県,平（タイラ）,,2023,04,30,18,20,10.0,8,10.0,4,18,20,8,,,248,8,1993,11,14,199.5,8,2013,04,07,1976
36821,福島県,東白川（ヒガシシラカワ）,,2023,04,30,18,20,16.5,8,16.5,4,18,20,8,,,216,8,1986,08,05,107.5,8,2014,04,04,1976
36836,福島県,山田（ヤマダ）,,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,257.0,8,2019,10,13,164.0,8,2014,04,04,2009
36846,福島県,小名浜（オナハマ）,47598,2023,04,30,18,20,24.0,8,24.0,4,18,20,8,,,256,8,1986,08,05,180.5,8,2010,04,28,1976
40041,茨城県,花園（ハナゾノ）,,2023,04,30,18,20,18.5,8,18.5,4,18,20,8,,,457.0,8,2019,10,13,247,8,1982,04,15,1976
40046,茨城県,北茨城（キタイバラキ）,,2023,04,30,18,20,14.5,8,14.5,4,18,20,8,,,289,8,1986,08,05,182.5,8,2010,04,28,1976
40061,茨城県,大子（ダイゴ）,,2023,04,30,18,20,21.0,8,21.0,4,18,20,8,,,270.0,8,2019,10,13,125,8,1982,04,15,1976
40066,茨城県,徳田（トクダ）,,2023,04,30,18,20,19.0,8,19.0,4,18,20,8,,,337.0,8,2019,10,13,127,8,1999,04,25,1977
40076,茨城県,大能（オオノウ）,,2023,04,30,18,20,19.0,8,19.0,4,18,20,8,,,403,8,1986,08,05,218,8,1999,04,25,1985
40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,230,8,1986,08,05,143,8,1982,04,15,1978
40126,茨城県,中野（ナカノ）,,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,266,8,1986,08,05,114.5,8,2010,04,28,1977
40136,茨城県,日立（ヒタチ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,278,8,1986,08,05,144,8,1999,04,25,1976
40181,茨城県,門井（カドイ）,,2023,04,30,18,20,7.0,8,7.0,4,18,20,8,,,259,8,1986,08,05,98.5,8,2014,04,04,1982
40191,茨城県,笠間（カサマ）,,2023,04,30,18,20,,1,,1,,,,,,279,8,1986,08,05,132,8,1982,04,15,1976
40201,茨城県,水戸（ミト）,47629,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,288,8,1986,08,05,101.0,8,2014,04,04,1976
40221,茨城県,古河（コガ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,247.0,8,2015,09,10,95.5,8,2008,04,08,1976
40231,茨城県,下館（シモダテ）,,2023,04,30,18,20,4.5,8,4.5,4,18,20,8,,,200.5,8,2008,08,29,94.5,8,2014,04,04,2001
40241,茨城県,柿岡（カキオカ）,,2023,04,30,18,20,5.0,8,5.0,4,18,20,8,,,292,8,1986,08,05,105.0,8,2014,04,04,1976
40251,茨城県,美野里（ミノリ）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,291,8,1986,08,05,93,8,1999,04,25,1976
40281,茨城県,下妻（シモツマ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,291,8,1986,08,05,93.5,8,2014,04,04,1976
40311,茨城県,鉾田（ホコタ）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,317.0,8,2013,10,16,118,8,1999,04,25,1978
40326,茨城県,坂東（バンドウ）,,2023,04,30,18,20,1.0,8,1.0,4,18,20,8,,,235,8,1986,08,05,94.0,8,2014,04,04,1976
40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,226.5,8,2014,10,06,91,8,1999,04,25,1990
40341,茨城県,土浦（ツチウラ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,238,8,1986,08,05,84,8,1999,04,25,1976
40391,茨城県,江戸崎（エドサキ）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,287.5,8,2013,10,16,110,8,1999,04,25,1976
40406,茨城県,鹿嶋（カシマ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,362.5,8,2013,10,16,127.0,8,2020,04,14,1976
40426,茨城県,龍ケ崎（リュウガサキ）,,2023,04,30,18,20,4.5,8,4.5,4,18,20,8,,,244.0,8,2013,10,16,90,8,1999,04,25,1976
41011,栃木県,那須高原（ナスコウゲン）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,640,8,1998,08,27,126,8,1982,04,15,1976
41076,栃木県,五十里（イカリ）,,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,551.0,8,2015,09,10,140,8,1999,04,25,1976
41091,栃木県,黒磯（クロイソ）,,2023,04,30,18,20,4.5,8,4.5,4,18,20,8,,,380,8,1998,08,28,92.0,8,2020,04,19,1976
41116,栃木県,土呂部（ドロブ）,,2023,04,30,18,20,2.5,8,2.5,4,18,20,8,,,444.0,8,2015,09,10,100,8,1982,04,15,1977
41141,栃木県,大田原（オオタワラ）,,2023,04,30,18,20,7.0,8,7.0,4,18,20,8,,,302.5,8,2019,10,13,81,8,1982,04,15,1976
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690,2023,04,30,18,20,8.0,8,8.0,4,18,20,8,,,571,8,1981,08,23,129,8,2000,04,22,1976
41172,栃木県,日光東町（ニッコウヒガシマチ）,,2023,04,30,18,20,3.5,8,3.5,4,18,20,8,,,39.0,8,2023,04,26,39.0,8,2023,04,26,2022
41181,栃木県,塩谷（シオヤ）,,2023,04,30,18,20,4.5,8,4.5,4,18,20,8,,,414.0,8,2019,10,13,106.0,8,2020,04,19,1978
41211,栃木県,足尾（アシオ）,,2023,04,30,18,20,4.5,8,4.5,4,18,20,8,,,425.0,8,2019,10,12,101,8,1982,04,15,1976
41241,栃木県,高根沢（タカネザワ）,,2023,04,30,18,20,8.0,8,8.0,4,18,20,8,,,330,8,1986,08,05,88.0,8,2014,04,04,1976
41247,栃木県,那須烏山（ナスカラスヤマ）,,2023,04,30,18,20,8.0,8,8.0,4,18,20,8,,,212.5,8,2019,10,13,99.5,8,2014,04,04,2009
41271,栃木県,鹿沼（カヌマ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,444.0,8,2015,09,10,114.0,8,2020,04,18,1976
41277,栃木県,宇都宮（ウツノミヤ）,47615,2023,04,30,18,20,7.0,8,7.0,4,18,20,8,,,325.5,8,2019,10,13,97,8,1998,04,15,1976
41311,栃木県,葛生（クズウ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,410.0,8,2019,10,13,88.0,8,2020,04,19,1976
41331,栃木県,真岡（モオカ）,,2023,04,30,18,20,8.0,8,8.0,4,18,20,8,,,309,8,1986,08,05,90.0,8,2014,04,04,1976
41356,栃木県,足利（アシカガ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,253.0,8,2019,10,13,67.0,8,2020,04,19,1976
41361,栃木県,佐野（サノ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,261.5,8,2019,10,13,73,8,1997,04,07,1976
41371,栃木県,栃木（トチギ）,,2023,04,30,18,20,3.5,8,3.5,4,18,20,8,,,356.5,8,2015,09,10,83,8,1998,04,15,1976
41376,栃木県,小山（オヤマ）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,268.5,8,2015,09,10,96.0,8,2008,04,08,1976
42046,群馬県,藤原（フジワラ）,,2023,04,30,18,20,10.5,8,10.5,4,18,20,8,,,266,8,1983,07,28,63,8,1982,04,10,1977
42091,群馬県,みなかみ（ミナカミ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,210,8,1998,08,28,78.0,8,2021,04,18,1976
42106,群馬県,片品（カタシナ）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,186,8,1982,08,02,56,4,1982,04,16,1977
42121,群馬県,草津（クサツ）,,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,295,4,1981,08,23,74,8,1998,04,15,1976
42146,群馬県,沼田（ヌマタ）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,167.0,8,2019,10,13,59.5,8,2021,04,18,1976
42186,群馬県,中之条（ナカノジョウ）,,2023,04,30,18,20,10.5,8,10.5,4,18,20,8,,,390,8,1981,08,23,74.5,8,2020,04,18,1976
42221,群馬県,田代（タシロ）,,2023,04,30,18,20,22.0,8,22.0,4,18,20,8,,,416.0,8,2019,10,12,70,8,1998,04,02,1976
42241,群馬県,榛名山（ハルナサン）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,489,8,1981,08,23,121.5,8,2020,04,18,1976
42251,群馬県,前橋（マエバシ）,47624,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,234.5,8,2019,10,12,59.5,8,2013,04,03,1976
42261,群馬県,黒保根（クロホネ）,,2023,04,30,18,20,3.5,8,3.5,4,18,20,8,,,247.0,8,2019,10,12,96,8,1982,04,15,1978
42266,群馬県,桐生（キリュウ）,,2023,04,30,18,20,2.5,8,2.5,4,18,20,8,,,252,8,2002,07,11,67,8,1982,04,15,1976
42286,群馬県,上里見（カミサトミ）,,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,330,8,1981,08,23,59.0,8,2008,04,08,1976
42302,群馬県,伊勢崎（イセサキ）,,2023,04,30,18,20,2.5,8,2.5,4,18,20,8,,,297.5,8,2011,09,01,54.5,8,2008,04,08,1998
42326,群馬県,西野牧（ニシノマキ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,474.5,8,2019,10,12,103.0,8,2008,04,08,1976
42341,群馬県,藤岡（フジオカ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,353.5,8,2019,10,12,77.0,8,2008,04,08,1976
42366,群馬県,館林（タテバヤシ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,237.0,8,2011,07,20,73.0,8,2013,04,03,1976
42396,群馬県,神流（カンナ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,442.5,8,2019,10,12,140.5,8,2008,04,08,1977
43051,埼玉県,寄居（ヨリイ）,,2023,04,30,18,20,1.0,8,1.0,4,18,20,8,,,475.5,8,2019,10,12,122,8,1999,04,11,1976
43056,埼玉県,熊谷（クマガヤ）,47626,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,310,8,1982,09,12,84.5,8,2008,04,08,1976
43091,埼玉県,上吉田（カミヨシダ）,,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,445.5,8,2019,10,12,128.5,8,2008,04,08,1977
43121,埼玉県,鴻巣（コウノス）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,213,8,1986,08,05,110.5,8,2008,04,08,1976
43126,埼玉県,久喜（クキ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,227.0,8,2008,08,29,98.5,8,2008,04,08,1976
43151,埼玉県,三峰（ミツミネ）,,2023,04,30,18,20,8.0,8,8.0,4,18,20,8,,,561.5,8,2019,10,12,168.5,8,2008,04,08,1976
43156,埼玉県,秩父（チチブ）,47641,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,519.0,8,2019,10,12,181.5,8,2008,04,08,1976
43157,埼玉県,浦山（ウラヤマ）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,647.5,8,2019,10,12,221.5,8,2008,04,08,1977
43162,埼玉県,ときがわ（トキガワ）,,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,587.0,8,2019,10,12,162.0,8,2008,04,08,2000
43171,埼玉県,鳩山（ハトヤマ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,396.5,8,2022,07,13,120.0,8,2008,04,08,1977
43231,埼玉県,飯能（ハンノウ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,392.5,8,2019,10,12,125.0,8,2008,04,08,1976
43241,埼玉県,さいたま（サイタマ）,,2023,04,30,18,20,0.5,8,0.5,4,18,20,8,,,289.5,8,2019,10,12,89.5,8,2008,04,08,1976
43256,埼玉県,越谷（コシガヤ）,,2023,04,30,18,20,0.5,8,0.5,4,18,20,8,,,238.0,8,2015,09,10,87.5,8,2014,04,04,1976
43266,埼玉県,所沢（トコロザワ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,347.0,8,2019,10,12,132.5,8,2020,04,19,1976
