観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの4月の1位の値(mm),昨日までの4月の1位の値の品質情報,昨日までの4月の1位の値の年,昨日までの4月の1位の値の月,昨日までの4月の1位の値の日,統計開始年
67566,広島県,倉橋（クラハシ）,,2023,04,30,18,20,20.5,8,33.0,4,08,10,8,,,290.5,8,2018,07,07,119,8,2006,04,11,1976
67576,広島県,呉市蒲刈（クレシカマガリ）,,2023,04,30,18,20,25.5,8,35.5,4,08,50,8,,,327.5,8,2018,07,07,85.5,8,2018,04,25,2009
68022,島根県,西郷（サイゴウ）,47740,2023,04,30,18,20,18.5,8,27.5,4,11,40,8,,,281.5,8,2020,08,07,122.5,8,2020,04,13,1976
68046,島根県,西郷岬（サイゴウミサキ）,,2023,04,30,18,20,17.5,8,24.0,4,11,30,8,,,226.0,8,2010,09,08,108.5,8,2022,04,27,2003
68056,島根県,海士（アマ）,,2023,04,30,18,20,18.5,8,27.5,4,11,10,8,,,321.0,8,2021,08,09,115.5,8,2022,04,27,1978
68091,島根県,鹿島（カシマ）,,2023,04,30,18,20,10.0,8,15.5,4,12,20,8,,,223,8,1995,07,21,93,8,1976,04,30,1976
68121,島根県,斐川（ヒカワ）,,2023,04,30,18,20,11.5,8,13.5,4,15,40,8,,,252,8,2005,07,02,85,8,1976,04,30,1976
68132,島根県,松江（マツエ）,47741,2023,04,30,18,20,12.5,8,17.5,4,11,00,8,,,222,8,1988,07,14,110.0,8,2020,04,13,1976
68156,島根県,出雲（イズモ）,,2023,04,30,18,20,13.5,8,14.5,4,16,00,8,,,249,8,1981,06,29,100.0,8,2022,04,27,1978
68166,島根県,大東（ダイトウ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,201,8,1985,09,12,91.0,8,2020,04,13,1976
68181,島根県,伯太（ハクタ）,,2023,04,30,18,20,14.5,8,16.0,4,16,50,8,,,376.0,8,2011,09,03,115.5,8,2020,04,13,1976
68206,島根県,佐田（サダ）,,2023,04,30,18,20,16.5,8,19.0,4,15,50,8,,,209,8,1993,09,04,103.0,8,2022,04,27,1976
68246,島根県,大田（オオダ）,,2023,04,30,18,20,13.5,8,16.0,4,15,30,8,,,192,8,2006,07,18,118.5,8,2022,04,27,1976
68261,島根県,掛合（カケヤ）,,2023,04,30,18,20,13.0,8,17.5,4,14,00,8,,,197,8,1993,09,04,85,8,1998,04,02,1976
68276,島根県,横田（ヨコタ）,,2023,04,30,18,20,13.5,8,17.5,4,08,40,8,,,184.5,8,2017,10,23,100.0,8,2020,04,13,1976
68286,島根県,福光（フクミツ）,,2023,04,30,18,20,16.5,8,19.5,4,09,40,8,,,239.5,8,2018,09,01,83.5,8,2022,04,27,1978
68306,島根県,赤名（アカナ）,,2023,04,30,18,20,28.0,8,41.5,4,08,20,8,,,211,8,2006,07,19,89,8,1998,04,02,1978
68346,島根県,桜江（サクラエ）,,2023,04,30,18,20,13.5,8,18.5,4,08,00,8,,,413.5,8,2013,08,24,81.0,8,2020,04,13,1976
68351,島根県,川本（カワモト）,,2023,04,30,18,20,13.0,8,22.0,4,10,10,8,,,272.5,8,2021,08,09,85,8,1998,04,02,1976
68376,島根県,浜田（ハマダ）,47755,2023,04,30,18,20,23.5,8,29.5,4,07,40,8,,,396,8,1988,07,15,82,8,1976,04,30,1976
68401,島根県,瑞穂（ミズホ）,,2023,04,30,18,20,20.5,8,28.0,4,08,10,8,,,275.5,8,2021,08,09,83,8,1998,04,02,1976
68421,島根県,三隅（ミスミ）,,2023,04,30,18,20,24.0,8,30.0,4,09,10,8,,,344,8,1988,07,21,79,8,1998,04,02,1976
68431,島根県,弥栄（ヤサカ）,,2023,04,30,18,20,28.5,8,35.0,4,09,20,8,,,352,4,1985,07,06,82,8,1998,04,02,1978
68436,島根県,波佐（ハザ）,,2023,04,30,18,20,19.0,8,30.5,4,07,30,8,,,369.5,8,2017,07,05,84.5,8,2020,04,13,1977
68456,島根県,高津（タカツ）,,2023,04,30,18,20,15.5,8,20.5,4,07,20,8,,,239.0,8,2013,08,25,70,8,2003,04,20,2003
68462,島根県,益田（マスダ）,,2023,04,30,18,20,17.0,8,20.5,4,07,30,8,,,336,4,1983,07,23,80,8,1998,04,02,1978
68501,島根県,匹見（ヒキミ）,,2023,04,30,18,20,21.5,8,30.0,4,07,10,8,,,248.0,8,2022,09,19,77,8,1983,04,01,1977
68516,島根県,津和野（ツワノ）,,2023,04,30,18,20,18.5,8,27.0,4,07,50,8,,,381.0,8,2013,07,29,96,8,1998,04,02,1976
68541,島根県,吉賀（ヨシカ）,,2023,04,30,18,20,19.0,8,35.0,4,07,40,8,,,262.0,8,2022,09,19,87.0,8,2017,04,18,2006
69006,鳥取県,境（サカイ）,47742,2023,04,30,18,20,13.0,8,25.0,4,13,30,8,,,296,8,2006,07,19,96,8,1976,04,30,1976
69021,鳥取県,塩津（シオツ）,,2023,04,30,18,20,15.0,8,15.5,4,16,40,8,,,290.0,8,2021,07,07,83,8,1985,04,12,1977
69041,鳥取県,青谷（アオヤ）,,2023,04,30,18,20,21.0,8,23.0,4,14,50,8,,,299,8,1987,10,17,111.0,8,2020,04,13,1976
69052,鳥取県,湖山（コヤマ）,,2023,04,30,18,20,19.0,8,19.5,4,18,00,8,,,192.0,8,2021,07,07,109.0,8,2020,04,13,2003
69061,鳥取県,岩井（イワイ）,,2023,04,30,18,20,32.0,8,33.5,4,17,00,8,,,358,8,1990,09,20,167.0,8,2020,04,13,1976
69076,鳥取県,米子（ヨナゴ）,47744,2023,04,30,18,20,15.5,8,16.5,4,17,40,8,,,207,8,1987,10,17,97.0,8,2020,04,13,1976
69101,鳥取県,倉吉（クラヨシ）,,2023,04,30,18,20,14.0,8,14.0,4,18,20,8,,,355,8,1987,10,17,109.0,8,2020,04,13,1976
69111,鳥取県,鹿野（シカノ）,,2023,04,30,18,20,16.5,8,17.0,4,17,30,8,,,580,8,1987,10,17,216.0,8,2020,04,13,1982
69122,鳥取県,鳥取（トットリ）,47746,2023,04,30,18,20,25.5,8,26.5,4,15,20,8,,,213.0,8,2021,07,07,130.5,8,2020,04,13,1977
69152,鳥取県,大山（ダイセン）,,2023,04,30,18,20,29.0,8,32.0,4,14,50,8,,,783.5,8,2011,09,03,151.0,8,2008,04,19,1982
69161,鳥取県,関金（セキガネ）,,2023,04,30,18,20,10.5,8,11.5,4,15,00,8,,,354.5,8,2011,09,03,129.0,8,2020,04,13,1977
69181,鳥取県,佐治（サジ）,,2023,04,30,18,20,23.5,8,24.0,4,17,40,8,,,318,8,1990,09,20,166.5,8,2020,04,13,1982
69196,鳥取県,若桜（ワカサ）,,2023,04,30,18,20,24.5,8,25.0,4,17,50,8,,,228,8,1979,10,19,79.5,8,2020,04,13,1977
69222,鳥取県,江尾（エビ）,,2023,04,30,18,20,15.5,8,16.5,4,14,30,8,,,219.5,8,2013,07,16,122.0,8,2020,04,13,1982
69246,鳥取県,智頭（チズ）,,2023,04,30,18,20,27.5,8,28.5,4,15,50,8,,,304,8,1979,10,19,147.0,8,2020,04,13,1976
69271,鳥取県,茶屋（チャヤ）,,2023,04,30,18,20,13.5,8,17.5,4,08,50,8,,,206.5,8,2018,09,30,106.5,8,2020,04,13,1978
71066,徳島県,池田（イケダ）,,2023,04,30,18,20,14.5,8,18.5,4,10,40,8,,,293.5,8,2018,07,07,94.0,8,2020,04,13,1976
71087,徳島県,穴吹（アナブキ）,,2023,04,30,18,20,18.0,8,20.5,4,12,30,8,,,415.5,8,2011,09,03,63.0,8,2020,04,13,2001
71106,徳島県,徳島（トクシマ）,47895,2023,04,30,18,20,19.0,8,28.0,4,12,50,8,,,489.0,8,2011,09,21,151,8,2006,04,11,1976
71136,徳島県,半田（ハンダ）,,2023,04,30,18,20,28.0,8,30.5,4,11,30,8,,,368.5,8,2011,09,03,74.0,8,2017,04,18,1978
71191,徳島県,京上（キョウジョウ）,,2023,04,30,18,20,56.5,8,58.0,4,15,50,8,,,417,8,1993,07,28,135,8,1990,04,13,1978
71211,徳島県,福原旭（フクハラアサヒ）,,2023,04,30,18,20,46.0,8,46.5,4,17,40,8,,,771.0,8,2011,09,03,198,8,2006,04,11,1976
71231,徳島県,蒲生田（カモダ）,,2023,04,30,18,20,11.0,8,11.5,4,17,20,8,,,524,8,2000,09,12,149,8,1991,04,25,1978
71251,徳島県,木頭（キトウ）,,2023,04,30,18,20,49.0,8,53.0,4,14,40,8,,,721.5,8,2011,09,03,175,8,2006,04,11,1979
71266,徳島県,日和佐（ヒワサ）,,2023,04,30,18,20,22.5,8,28.0,4,14,20,8,,,543,8,1988,06,24,236.5,8,2008,04,10,1976
71291,徳島県,海陽（カイヨウ）,,2023,04,30,18,20,25.0,8,32.5,4,14,00,8,,,483.5,8,2021,09,08,184.0,8,2010,04,28,2009
72061,香川県,内海（ウチノミ）,,2023,04,30,18,20,11.0,8,12.5,4,16,40,8,,,790,8,1976,09,11,74.0,8,2020,04,13,1976
72086,香川県,高松（タカマツ）,47891,2023,04,30,18,20,10.5,8,13.5,4,16,20,8,,,228,8,1987,10,17,67.0,8,2021,04,29,1976
72111,香川県,多度津（タドツ）,47890,2023,04,30,18,20,17.0,8,18.5,4,16,00,8,,,233,8,1983,09,28,74.0,8,2020,04,13,1976
72121,香川県,滝宮（タキノミヤ）,,2023,04,30,18,20,17.5,8,22.0,4,14,40,8,,,283.0,8,2011,09,03,70.5,8,2021,04,29,1976
72126,香川県,香南（コウナン）,,2023,04,30,18,20,13.5,8,16.0,4,16,10,8,,,418.5,8,2011,09,03,61.5,8,2020,04,13,2003
72146,香川県,引田（ヒケタ）,,2023,04,30,18,20,8.0,8,9.5,4,16,30,8,,,474,8,1976,09,11,75,8,1985,04,12,1976
72161,香川県,財田（サイタ）,,2023,04,30,18,20,17.0,8,19.0,4,15,50,8,,,224,8,1983,09,28,80.5,8,2020,04,13,1978
72176,徳島県,竜王山（リュウオウザン）,,2023,04,30,18,20,15.0,8,18.0,4,13,00,8,,,366,8,1990,09,20,74.5,8,2020,04,13,1976
73001,愛媛県,大三島（オオミシマ）,,2023,04,30,18,20,18.0,8,25.0,4,09,30,8,,,250.0,8,2018,07,07,91.0,8,2020,04,13,1976
73071,愛媛県,玉川（タマガワ）,,2023,04,30,18,20,26.0,8,31.5,4,09,40,8,,,274.5,8,2018,07,07,112.5,8,2020,04,13,1976
73076,愛媛県,今治（イマバリ）,,2023,04,30,18,20,19.5,8,23.0,4,14,00,8,,,279.5,8,2018,07,07,91.5,8,2020,04,13,1976
73126,愛媛県,西条（サイジョウ）,,2023,04,30,18,20,20.0,8,25.5,4,13,40,8,,,328.5,8,2018,09,30,85.5,8,2020,04,13,1976
73141,愛媛県,新居浜（ニイハマ）,,2023,04,30,18,20,14.5,8,17.0,4,15,30,8,,,375.0,8,2018,09,30,95.5,8,2020,04,13,2016
73151,愛媛県,四国中央（シコクチュウオウ）,,2023,04,30,18,20,16.5,8,17.0,4,17,40,8,,,348,8,1990,09,18,81.0,8,2020,04,13,1978
73152,愛媛県,富郷（トミサト）,,2023,04,30,18,20,20.5,8,23.0,4,15,30,8,,,451,8,2004,10,20,106,8,2006,04,11,1978
73166,愛媛県,松山（マツヤマ）,47887,2023,04,30,18,20,31.5,8,45.5,4,08,40,8,,,262,8,2001,06,20,95.0,8,2018,04,25,1976
73168,愛媛県,松山南吉田（マツヤマミナミヨシダ）,,2023,04,30,18,20,25.5,8,36.0,4,08,30,8,,,259.5,8,2018,07,07,88.5,8,2018,04,25,2003
73231,愛媛県,上林（カミハヤシ）,,2023,04,30,18,20,39.5,8,48.5,4,08,40,8,,,260.5,8,2017,09,18,88.0,8,2020,04,13,1976
73247,愛媛県,成就社（ジョウジュシャ）,,2023,04,30,18,20,36.5,8,57.0,4,09,00,8,,,765,8,2005,09,06,121.0,8,2017,04,18,1980
73256,愛媛県,長浜（ナガハマ）,,2023,04,30,18,20,30.5,8,39.5,4,07,40,8,,,208.0,8,2018,07,07,108,8,2006,04,11,1976
73271,愛媛県,中山（ナカヤマ）,,2023,04,30,18,20,42.5,8,56.0,4,08,20,8,,,260.0,8,2018,07,07,104,8,1993,04,29,1976
73276,愛媛県,久万（クマ）,,2023,04,30,18,20,32.0,8,44.5,4,08,40,8,,,297.0,8,2022,09,19,106,8,1993,04,29,1976
73306,愛媛県,大洲（オオズ）,,2023,04,30,18,20,46.5,8,59.0,4,08,00,8,,,263.5,8,2018,07,07,113,8,1993,04,29,1976
73321,愛媛県,獅子越峠（シシゴエトウゲ）,,2023,04,30,18,20,48.0,8,61.5,4,08,20,8,,,414,8,1982,08,27,129,8,1993,04,29,1976
73341,愛媛県,瀬戸（セト）,,2023,04,30,18,20,28.0,8,37.5,4,08,00,8,,,219.5,8,2018,07,07,82,8,2006,04,11,1997
73351,愛媛県,八幡浜（ヤワタハマ）,,2023,04,30,18,20,68.5,8,78.0,4,08,00,8,,,307.5,8,2018,07,07,130,8,1993,04,29,1976
73406,愛媛県,宇和（ウワ）,,2023,04,30,18,20,56.5,8,68.5,4,08,10,8,,,347.0,8,2018,07,07,181,8,1986,04,10,1976
73442,愛媛県,宇和島（ウワジマ）,47892,2023,04,30,18,20,40.5,8,51.5,4,08,20,8,,,405,8,2005,09,06,112,8,1993,04,29,1976
73446,愛媛県,近永（チカナガ）,,2023,04,30,18,20,34.0,8,50.0,4,08,20,8,,,311,8,2005,09,06,130,8,1993,04,29,1979
73516,愛媛県,御荘（ミショウ）,,2023,04,30,18,20,45.5,8,58.5,4,08,20,8,,,230.0,8,2011,10,22,161,8,2006,04,11,1976
74056,高知県,本川（ホンガワ）,,2023,04,30,18,20,38.5,8,66.5,4,09,10,8,,,718,8,2005,09,06,216,8,2006,04,11,1979
74071,高知県,本山（モトヤマ）,,2023,04,30,18,20,31.0,8,40.5,4,10,20,8,,,602.0,8,2018,07,07,295,8,2006,04,11,1976
74101,高知県,池川（イケガワ）,,2023,04,30,18,20,23.5,8,41.0,4,09,20,8,,,644,8,2005,09,07,220,8,2006,04,11,1977
74126,高知県,繁藤（シゲトウ）,,2023,04,30,18,20,96.0,8,111.5,4,10,00,8,,,979,8,1998,09,25,347.0,8,2023,04,07,1976
74136,高知県,大栃（オオドチ）,,2023,04,30,18,20,67.0,8,77.5,4,12,30,8,,,516,8,1998,09,25,225.5,8,2023,04,07,1977
74151,高知県,魚梁瀬（ヤナセ）,,2023,04,30,18,20,99.0,8,108.5,4,13,40,8,,,867.0,8,2011,07,19,315.0,8,2017,04,18,1978
74166,高知県,佐川（サカワ）,,2023,04,30,18,20,36.5,8,51.0,4,09,30,8,,,606.5,8,2014,08,03,338,8,2006,04,11,1976
74182,高知県,高知（コウチ）,47893,2023,04,30,18,20,50.0,8,65.5,4,10,00,8,,,861,8,1998,09,25,219,8,1990,04,13,1976
74187,高知県,後免（ゴメン）,,2023,04,30,18,20,52.0,8,63.0,4,11,30,8,,,862,8,1998,09,25,154,8,1990,04,13,1978
74188,高知県,南国日章（ナンコクニッショウ）,,2023,04,30,18,20,25.0,8,34.5,4,11,20,8,,,309,4,2004,08,01,109,8,2004,04,27,2003
74237,高知県,船戸（フナト）,,2023,04,30,18,20,38.0,8,56.5,4,09,10,8,,,674.0,8,2014,08,10,275,8,2006,04,11,1976
74238,高知県,鳥形山（トリガタヤマ）,,2023,04,30,18,20,39.0,8,64.0,4,08,50,8,,,593.5,8,2014,08,10,148.5,8,2010,04,10,2010
74271,高知県,安芸（アキ）,,2023,04,30,18,20,17.0,8,25.0,4,12,10,8,,,311.0,8,2008,06,29,164,8,1998,04,23,1976
74276,高知県,田野（タノ）,,2023,04,30,18,20,14.0,8,23.0,4,11,40,8,,,420.0,8,2011,07,19,147,8,1998,04,23,1976
74296,高知県,梼原（ユスハラ）,,2023,04,30,18,20,35.0,8,50.5,4,09,00,8,,,512,8,2005,09,06,192,8,2006,04,11,1976
74311,高知県,須崎（スサキ）,,2023,04,30,18,20,30.0,8,45.5,4,09,30,8,,,433,8,1998,09,25,203,8,1999,04,10,1976
74336,高知県,佐喜浜（サキハマ）,,2023,04,30,18,20,43.5,8,55.0,4,11,50,8,,,615,8,2003,11,29,241,8,2006,04,11,1976
74361,高知県,窪川（クボカワ）,,2023,04,30,18,20,31.0,8,51.0,4,09,10,8,,,528.5,8,2014,06,05,256,8,2006,04,11,1976
74372,高知県,室戸岬（ムロトミサキ）,47899,2023,04,30,18,20,9.5,8,17.5,4,14,20,8,,,365,8,1982,07,25,223.0,8,2012,04,22,1976
74381,高知県,江川崎（エカワサキ）,,2023,04,30,18,20,50.5,8,70.0,4,08,20,8,,,448,8,2005,09,06,154,8,2006,04,11,1977
74391,高知県,大正（タイショウ）,,2023,04,30,18,20,38.5,8,57.0,4,08,50,8,,,506,8,1992,08,19,209,8,2006,04,11,1976
74436,高知県,佐賀（サガ）,,2023,04,30,18,20,30.0,8,49.5,4,09,10,8,,,483,8,2003,11,29,212,8,1985,04,12,1977
74447,高知県,宿毛（スクモ）,47897,2023,04,30,18,20,34.0,8,50.5,4,08,20,8,,,392.5,8,2011,07,19,130,8,1990,04,13,1976
74456,高知県,中村（ナカムラ）,,2023,04,30,18,20,34.5,8,56.0,4,08,50,8,,,439.5,8,2014,06,05,159,8,1979,04,08,1976
74506,高知県,三崎（ミサキ）,,2023,04,30,18,20,23.0,8,32.5,4,08,40,8,,,476.0,8,2014,06,05,367.0,8,2012,04,22,2005
74516,高知県,清水（シミズ）,47898,2023,04,30,18,20,11.0,8,15.5,4,13,40,8,,,423,8,1980,08,04,342.0,8,2015,04,13,1976
81011,山口県,須佐（スサ）,,2023,04,30,18,20,20.0,8,28.5,4,07,00,8,,,351.0,8,2013,07,29,94,8,1976,04,30,1976
81071,山口県,萩（ハギ）,47754,2023,04,30,18,20,13.0,8,24.5,4,06,30,8,,,272,8,1985,06,24,112,8,1976,04,29,1976
81116,山口県,油谷（ユヤ）,,2023,04,30,18,20,14.0,8,35.0,4,06,20,8,,,336,8,1980,08,31,148,8,1976,04,30,1976
81146,山口県,篠生（シノブ）,,2023,04,30,18,20,20.5,8,61.5,4,06,50,8,,,199.5,8,2022,09,19,85.0,8,2022,04,27,2021
81151,山口県,徳佐（トクサ）,,2023,04,30,18,20,23.5,8,41.0,4,07,20,8,,,324.0,8,2013,07,29,92,8,1976,04,29,1976
81167,山口県,羅漢山（ラカンザン）,,2023,04,30,18,20,38.0,8,98.0,4,04,10,8,,,490,8,2005,09,07,160,8,2006,04,11,1976
81196,山口県,秋吉台（アキヨシダイ）,,2023,04,30,18,20,10.5,8,48.5,4,06,10,8,,,270,8,1981,06,26,131,8,1977,04,25,1976
81228,山口県,鹿野（カノ）,,2023,04,30,18,20,23.0,8,70.0,4,07,10,8,,,305.0,8,2022,09,19,131.5,8,2017,04,18,2010
81231,山口県,広瀬（ヒロセ）,,2023,04,30,18,20,25.5,8,82.5,4,07,30,8,,,363,8,2005,09,07,176,8,2006,04,11,1976
81266,山口県,豊田（トヨタ）,,2023,04,30,18,20,8.0,8,58.0,4,05,50,8,,,272,8,1995,07,03,130,8,1976,04,30,1976
81271,山口県,東厚保（ヒガシアツ）,,2023,04,30,18,20,12.0,8,66.5,4,06,00,8,,,243.5,8,2022,07,19,111.0,8,2017,04,18,2010
81286,山口県,山口（ヤマグチ）,47784,2023,04,30,18,20,20.5,8,61.5,4,06,40,8,,,286,8,1995,07,03,126,8,2006,04,11,1976
81301,山口県,和田（ワダ）,,2023,04,30,18,20,28.5,8,86.0,4,07,10,8,,,339,8,2005,09,07,215,8,2006,04,11,1978
81321,山口県,岩国（イワクニ）,,2023,04,30,18,20,18.5,8,48.5,4,07,50,8,,,343.0,8,2018,07,07,171,8,2006,04,11,1976
81371,山口県,防府（ホウフ）,,2023,04,30,18,20,14.0,8,51.0,4,06,40,8,,,275.0,8,2009,07,22,116,8,2006,04,11,1976
81386,山口県,下松（クダマツ）,,2023,04,30,18,20,17.5,8,62.5,4,07,00,8,,,294,8,2005,09,06,179,8,2006,04,11,1976
81397,山口県,玖珂（クガ）,,2023,04,30,18,20,20.5,8,57.0,4,07,30,8,,,386,8,2005,09,07,180,8,2006,04,11,1977
81428,山口県,下関（シモノセキ）,47762,2023,04,30,18,20,11.0,8,49.5,4,05,40,8,,,276,8,1995,07,03,129,8,1976,04,30,1976
81436,山口県,宇部（ウベ）,,2023,04,30,18,20,12.0,8,36.5,4,05,50,8,,,258,8,1995,07,03,115.0,8,2017,04,18,1976
81481,山口県,柳井（ヤナイ）,,2023,04,30,18,20,19.0,8,44.5,4,07,40,8,,,357,8,2005,07,03,162,8,2006,04,11,1976
81486,山口県,安下庄（アゲノショウ）,,2023,04,30,18,20,10.0,8,31.0,4,07,50,8,,,334,8,2005,07,03,147,8,2006,04,11,1976
82036,福岡県,小呂島（オロノシマ）,,2023,04,30,18,20,2.5,8,38.5,4,04,20,8,,,351.0,8,2020,07,27,81.5,8,2018,04,24,2014
82046,福岡県,宗像（ムナカタ）,,2023,04,30,18,20,7.5,8,40.0,4,05,10,8,,,269.5,8,2009,07,25,138,8,1976,04,30,1976
82056,福岡県,八幡（ヤハタ）,,2023,04,30,18,20,10.0,8,43.5,4,05,20,8,,,262,8,1995,07,03,113,8,1997,04,03,1976
82068,福岡県,空港北町（クウコウキタマチ）,,2023,04,30,18,20,7.0,8,33.5,4,05,30,8,,,252.0,8,2018,07,06,115.5,8,2017,04,18,2006
82097,福岡県,東谷（ヒガシタニ）,,2023,04,30,18,20,11.0,8,48.0,4,05,10,8,,,350.5,8,2018,07,06,113.5,8,2017,04,18,2012
82101,福岡県,行橋（ユクハシ）,,2023,04,30,18,20,11.0,8,43.0,4,05,20,8,,,295.5,8,2018,07,07,109,8,1993,04,29,1976
82136,福岡県,飯塚（イイヅカ）,47809,2023,04,30,18,20,14.0,8,51.0,4,05,00,8,,,364.0,8,2018,07,06,110.0,8,2017,04,18,1976
82171,福岡県,前原（マエバル）,,2023,04,30,18,20,10.0,8,47.0,4,04,00,8,,,359,8,1980,08,30,118,8,1976,04,30,1976
82182,福岡県,福岡（フクオカ）,47807,2023,04,30,18,20,6.5,8,48.0,4,04,20,8,,,284.5,8,2018,07,06,116,8,1993,04,29,1976
82186,福岡県,博多（ハカタ）,,2023,04,30,18,20,6.5,8,32.0,4,04,50,8,,,314.5,8,2009,07,25,98,8,2006,04,11,2003
82191,福岡県,太宰府（ダザイフ）,,2023,04,30,18,20,10.5,8,41.5,4,00,50,8,,,354,8,2003,07,19,114,8,1977,04,28,1977
82206,福岡県,添田（ソエダ）,,2023,04,30,18,20,16.5,8,40.0,4,05,40,8,,,398.0,8,2022,09,19,120,8,1993,04,29,1976
82241,福岡県,早良脇山（サワラワキヤマ）,,2023,04,30,18,20,6.0,8,44.5,4,05,10,8,,,393.0,8,2018,07,06,101.0,8,2017,04,18,2010
82261,福岡県,朝倉（アサクラ）,,2023,04,30,18,20,21.5,8,52.5,4,05,40,8,,,545.5,8,2017,07,06,134,8,1993,04,29,1976
82272,福岡県,英彦山（ヒコサン）,,2023,04,30,18,20,27.0,8,88.0,4,05,30,8,,,386,8,2007,08,03,153,8,1993,04,29,1988
82306,福岡県,久留米（クルメ）,,2023,04,30,18,20,13.0,8,66.0,4,05,30,8,,,387.0,8,2021,08,14,134,8,1993,04,29,1977
82316,福岡県,耳納山（ミノウサン）,,2023,04,30,18,20,23.0,8,70.5,4,05,10,8,,,392.0,8,2012,07,14,148,8,1993,04,29,1976
82317,福岡県,黒木（クロギ）,,2023,04,30,18,20,17.0,8,46.5,4,05,50,8,,,486.0,8,2012,07,14,185,8,1993,04,29,1976
82331,福岡県,柳川（ヤナガワ）,,2023,04,30,18,20,10.5,8,56.0,4,05,30,8,,,361.5,8,2020,07,07,171,8,1993,04,29,1976
82361,福岡県,大牟田（オオムタ）,,2023,04,30,18,20,12.5,8,52.5,4,05,20,8,,,446.5,8,2020,07,07,156,8,1993,04,29,1976
83021,大分県,国見（クニミ）,,2023,04,30,18,20,18.0,8,31.5,4,06,40,8,,,249,8,1993,07,27,98,8,2006,04,11,1977
83051,大分県,中津（ナカツ）,,2023,04,30,18,20,13.0,8,25.0,4,06,10,8,,,253.5,8,2020,07,07,84.5,8,2015,04,04,2011
83061,大分県,豊後高田（ブンゴタカダ）,,2023,04,30,18,20,19.0,8,28.5,4,06,30,8,,,240,8,1976,09,11,100,8,1993,04,29,1976
83096,大分県,耶馬渓（ヤバケイ）,,2023,04,30,18,20,19.5,8,48.0,4,06,20,8,,,352.0,8,2022,09,19,138,8,1993,04,29,1976
83106,大分県,院内（インナイ）,,2023,04,30,18,20,12.5,8,25.5,4,06,30,8,,,391,8,2005,09,06,155,8,1993,04,29,1976
83121,大分県,杵築（キツキ）,,2023,04,30,18,20,12.5,8,23.5,4,06,40,8,,,276.0,8,2020,07,08,132,8,1993,04,29,1978
83126,大分県,武蔵（ムサシ）,,2023,04,30,18,20,13.0,8,20.0,4,07,10,8,,,259.5,8,2011,09,20,123,8,2006,04,11,1976
83137,大分県,日田（ヒタ）,47814,2023,04,30,18,20,20.0,8,36.5,4,06,10,8,,,370.0,8,2017,07,06,182,8,1993,04,29,1976
83191,大分県,玖珠（クス）,,2023,04,30,18,20,16.5,8,25.0,4,06,20,8,,,310.0,8,2020,07,08,184,8,1993,04,29,1976
83201,大分県,湯布院（ユフイン）,,2023,04,30,18,20,11.5,8,20.0,4,06,40,8,,,589,8,2005,09,06,168,8,1993,04,29,1976
83216,大分県,大分（オオイタ）,47815,2023,04,30,18,20,15.5,8,20.0,4,06,50,8,,,414,8,1993,09,04,154,8,1993,04,29,1976
83226,大分県,佐賀関（サガノセキ）,,2023,04,30,18,20,8.5,8,16.5,4,07,10,8,,,335.0,8,2017,09,17,161,8,1993,04,29,1976
83242,大分県,椿ヶ鼻（ツバキガハナ）,,2023,04,30,18,20,24.0,8,63.0,4,06,00,8,,,497.0,8,2020,07,07,168.5,8,2010,04,22,2004
83286,大分県,臼杵（ウスキ）,,2023,04,30,18,20,11.0,8,17.5,4,07,20,8,,,433,8,2005,09,06,144,8,1993,04,29,1976
83341,大分県,犬飼（イヌカイ）,,2023,04,30,18,20,12.0,8,18.5,4,07,20,8,,,402,8,2005,09,06,157,8,1993,04,29,1976
83371,大分県,竹田（タケタ）,,2023,04,30,18,20,18.5,8,26.5,4,07,00,8,,,458,8,2005,09,06,149,8,1993,04,29,1976
83401,大分県,佐伯（サイキ）,,2023,04,30,18,20,10.5,8,19.0,4,07,20,8,,,403.0,8,2013,10,24,159,8,1982,04,28,1976
83431,大分県,宇目（ウメ）,,2023,04,30,18,20,7.0,8,17.0,4,07,30,8,,,559,8,2005,09,06,116,8,1990,04,13,1977
83476,大分県,蒲江（カマエ）,,2023,04,30,18,20,9.5,8,32.0,4,05,50,8,,,439,8,2004,10,20,231,8,1980,04,13,1976
84012,長崎県,鰐浦（ワニウラ）,,2023,04,30,18,20,1.0,8,10.5,4,04,40,8,,,461,8,1998,08,02,144,8,2002,04,16,1995
84072,長崎県,厳原（イヅハラ）,47800,2023,04,30,18,20,0.5,8,43.0,4,00,30,8,,,383,8,1985,06,24,204,8,2002,04,16,1976
84076,長崎県,美津島（ミツシマ）,,2023,04,30,18,20,0.5,8,14.5,4,04,30,8,,,321,8,2007,08,30,125.0,8,2018,04,24,2003
