観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,5日の最大値(mm),5日の最大値の品質情報,5日の最大値起時（時）(まで),5日の最大値起時（分）(まで),5日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,4日までの観測史上1位の値(mm),4日までの観測史上1位の値の品質情報,4日までの観測史上1位の値の年,4日までの観測史上1位の値の月,4日までの観測史上1位の値の日,4日までの7月の1位の値(mm),4日までの7月の1位の値の品質情報,4日までの7月の1位の値の年,4日までの7月の1位の値の月,4日までの7月の1位の値の日,統計開始年
33841,岩手県,衣川（コロモガワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,79.0,8,2013,07,27,79.0,8,2013,07,27,1976
33856,岩手県,大東（ダイトウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,98.0,8,2013,07,26,98.0,8,2013,07,26,2005
33877,岩手県,大船渡（オオフナト）,47512,2024,07,05,15,50,0.0,8,0.5,4,13,50,8,,,106.5,8,2019,10,13,80.5,8,2013,07,26,1976
33911,岩手県,一関（イチノセキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,79.5,8,2013,07,26,79.5,8,2013,07,26,1976
33921,岩手県,千厩（センマヤ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,101.0,8,2013,07,26,101.0,8,2013,07,26,1976
34012,宮城県,駒ノ湯（コマノユ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,130.0,8,2012,10,01,113,8,1981,07,21,1976
34026,宮城県,気仙沼（ケセンヌマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,107.5,8,2013,07,26,107.5,8,2013,07,26,1976
34056,宮城県,鴬沢（ウグイスザワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,119.0,8,2015,09,11,72,8,2002,07,11,2001
34096,宮城県,川渡（カワタビ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,109,8,1989,08,27,58.0,8,2022,07,16,1976
34111,宮城県,築館（ツキダテ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,124.0,8,2013,07,26,124.0,8,2013,07,26,1976
34171,宮城県,米山（ヨネヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,128.0,8,2019,10,13,84.0,8,2022,07,16,1976
34186,宮城県,志津川（シヅガワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,117.0,8,2019,10,13,68.0,8,2022,07,16,1976
34206,宮城県,加美（カミ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,114.0,8,2019,10,13,76.0,8,2022,07,13,2005
34216,宮城県,古川（フルカワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,133.5,8,2022,07,16,133.5,8,2022,07,16,1976
34241,宮城県,雄勝（オガツ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,138.0,8,2019,10,12,133,8,2000,07,08,1976
34262,宮城県,泉ケ岳（イズミガダケ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,128.5,8,2015,09,10,73.5,8,2022,07,13,2005
34266,宮城県,大衡（オオヒラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,155.0,8,2015,09,11,131.0,8,2022,07,16,1976
34276,宮城県,鹿島台（カシマダイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,129.0,8,2019,10,13,118.5,8,2022,07,16,1976
34292,宮城県,石巻（イシノマキ）,47592,2024,07,05,15,50,0.0,8,0.0,4,,,,,,157.0,8,2014,09,11,87.0,8,2022,07,16,1976
34296,宮城県,女川（オナガワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,166.5,8,2011,09,21,74.5,8,2022,07,15,2011
34311,宮城県,新川（ニッカワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,112,8,1982,09,12,89,8,1990,07,24,1976
34331,宮城県,塩釜（シオガマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,127.0,8,2019,10,12,96.5,8,2022,07,16,1976
34392,宮城県,仙台（センダイ）,47590,2024,07,05,15,50,0.0,8,0.0,4,,,,,,170.0,8,2019,10,13,82,8,2002,07,11,1976
34436,宮城県,名取（ナトリ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,132.5,8,2011,09,21,48.5,8,2022,07,13,2003
34461,宮城県,白石（シロイシ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,119.5,8,2019,10,12,74,8,2007,07,15,1976
34462,宮城県,蔵王（ザオウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,79.5,8,2018,08,15,55.5,8,2022,07,13,2005
34471,宮城県,亘理（ワタリ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,120.5,8,2013,09,15,82,8,2002,07,11,1976
34506,宮城県,丸森（マルモリ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,152.5,8,2019,10,12,63,8,2002,07,11,1977
34526,宮城県,筆甫（ヒッポ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,211.5,8,2019,10,12,122.5,8,2013,07,26,1978
35002,山形県,飛島（トビシマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,116,8,2005,08,13,88,8,1983,07,26,1978
35052,山形県,酒田（サカタ）,47587,2024,07,05,15,50,0.0,8,0.0,4,,,,,,146.5,8,2020,09,04,85,8,2004,07,17,1976
35056,山形県,酒田大沢（サカタオオサワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,183.5,8,2018,08,05,35.5,8,2020,07,21,2017
35071,山形県,差首鍋（サスナベ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,137.5,8,2018,08,05,101,8,1983,07,26,1976
35086,山形県,浜中（ハマナカ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,141.5,8,2008,08,15,80.5,8,2013,07,08,2003
35116,山形県,金山（カネヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,125.0,8,2018,08,05,92.5,8,2013,07,08,1976
35141,山形県,鶴岡（ツルオカ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,120,8,1987,07,31,120,8,1987,07,31,1976
35146,山形県,狩川（カリカワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,144.5,8,2008,08,14,104,8,1987,07,31,1976
35162,山形県,新庄（シンジョウ）,47520,2024,07,05,15,50,0.0,8,0.0,4,,,,,,103,8,1976,08,06,82.0,8,2013,07,08,1976
35171,山形県,瀬見（セミ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,102.0,8,2018,08,06,85,8,1997,07,14,1976
35176,山形県,向町（ムカイマチ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,104.0,8,2018,08,31,82,8,1983,07,26,1976
35201,山形県,櫛引（クシビキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,101.0,8,2013,07,22,101.0,8,2013,07,22,1977
35216,山形県,肘折（ヒジオリ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,104.0,8,2016,08,22,95.5,8,2020,07,28,1976
35231,山形県,尾花沢（オバナザワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,103,8,1976,08,06,54,8,2002,07,11,1976
35246,山形県,鼠ケ関（ネズガセキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,135,8,1987,08,29,86,8,1979,07,28,1976
35256,山形県,荒沢（アラサワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,96.5,8,2018,08,06,92,8,1979,07,28,1979
35332,山形県,村山（ムラヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,56,8,2005,08,20,51.5,8,2015,07,22,2002
35334,山形県,東根（ヒガシネ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,61.5,8,2018,08,06,48.5,8,2020,07,28,2003
35361,山形県,大井沢（オオイサワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,100,8,2000,07,04,100,8,2000,07,04,1978
35376,山形県,左沢（アテラザワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,96,8,1976,08,06,68.5,8,2013,07,22,1976
35426,山形県,山形（ヤマガタ）,47588,2024,07,05,15,50,0.0,8,0.0,4,,,,,,78,8,2006,08,23,55,8,1998,07,23,1976
35456,山形県,長井（ナガイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,115.5,8,2022,08,03,106.5,8,2014,07,10,1976
35466,山形県,上山中山（カミノヤマナカヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,94.0,8,2014,07,10,94.0,8,2014,07,10,2006
35486,山形県,小国（オグニ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,118,8,2004,07,17,118,8,2004,07,17,1976
35511,山形県,高畠（タカハタ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,115.0,8,2013,07,22,115.0,8,2013,07,22,1977
35537,山形県,中津川（ナカツガワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,88,8,1983,08,11,84,8,2006,07,15,1981
35541,山形県,高峰（タカミネ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,107.0,8,2022,08,03,74.0,8,2011,07,27,1976
35552,山形県,米沢（ヨネザワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,81.0,8,2022,08,03,50.5,8,2013,07,22,1976
36056,福島県,茂庭（モニワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,87.0,8,2016,08,17,71,8,2002,07,11,1992
36066,福島県,梁川（ヤナガワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,85,8,1981,09,26,71,8,1981,07,11,1976
36106,福島県,桧原（ヒバラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,119,8,1998,08,07,81.0,8,2008,07,27,1978
36127,福島県,福島（フクシマ）,47595,2024,07,05,15,50,0.0,8,0.0,4,,,,,,101.5,8,2019,10,12,80,8,1995,07,24,1976
36151,福島県,相馬（ソウマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,141.0,8,2019,10,25,100,8,2000,07,08,1976
36176,福島県,喜多方（キタカタ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,104.0,8,2022,08,04,58,8,2004,07,16,1976
36196,福島県,鷲倉（ワシクラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,140,8,1998,09,16,77,8,2002,07,11,1977
36221,福島県,飯舘（イイタテ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,128,8,1994,08,20,64,8,2000,07,08,1976
36231,福島県,原町（ハラマチ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,139.5,8,2023,09,09,104,8,2002,07,11,1976
36251,福島県,西会津（ニシアイヅ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,86,8,2002,10,01,65,8,1998,07,30,1976
36276,福島県,猪苗代（イナワシロ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,100.0,8,2020,07,21,100.0,8,2020,07,21,1976
36291,福島県,二本松（ニホンマツ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,99.0,8,2013,07,27,99.0,8,2013,07,27,1976
36307,福島県,津島（ツシマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,109,8,1989,08,06,70,8,2000,07,08,1977
36342,福島県,金山（カネヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,77.5,8,2009,07,26,77.5,8,2009,07,26,2007
36361,福島県,若松（ワカマツ）,47570,2024,07,05,15,50,0.0,8,0.0,4,,,,,,110,8,2002,10,01,77,8,1996,07,03,1976
36391,福島県,船引（フネヒキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,74.0,8,2011,09,21,69,8,1987,07,14,1976
36411,福島県,浪江（ナミエ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,129.5,8,2009,10,08,112,8,2002,07,11,1976
36426,福島県,只見（タダミ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,167.0,8,2011,07,29,167.0,8,2011,07,29,1976
36461,福島県,湖南（コナン）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,93.0,8,2019,07,24,93.0,8,2019,07,24,1982
36476,福島県,郡山（コオリヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,102,8,1994,07,21,102,8,1994,07,21,1976
36501,福島県,川内（カワウチ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,161.5,8,2019,10,12,117.0,8,2015,07,16,1976
36511,福島県,富岡（トミオカ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,135,8,1993,11,14,87.0,8,2020,07,08,1976
36536,福島県,南郷（ナンゴウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,108.5,8,2023,08,18,99.5,8,2017,07,18,1976
36562,福島県,湯本（ユモト）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,112.5,8,2020,09,11,110,8,1998,07,28,1988
36571,福島県,長沼（ナガヌマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,100,8,1998,08,27,99,8,1998,07,28,1978
36581,福島県,玉川（タマカワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,84.0,8,2015,07,16,84.0,8,2015,07,16,2003
36591,福島県,小野新町（オノニイマチ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,134,8,1990,09,20,79,8,1994,07,08,1976
36597,福島県,川前（カワマエ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,82.5,8,2019,10,12,79.0,8,2015,07,16,2014
36611,福島県,広野（ヒロノ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,134,8,1977,09,19,76,8,2002,07,10,1976
36641,福島県,田島（タジマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,120,8,2002,10,01,61.0,8,2008,07,23,1976
36667,福島県,白河（シラカワ）,47597,2024,07,05,15,50,0.0,8,0.0,4,,,,,,154,8,2002,08,14,104.5,8,2019,07,24,1976
36676,福島県,石川（イシカワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,119.5,8,2013,08,05,89.0,8,2020,07,08,1976
36716,福島県,桧枝岐（ヒノエマタ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,87.5,8,2019,10,12,61.5,8,2011,07,29,1978
36726,福島県,舘岩（タテイワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,110,8,2002,10,01,85,8,2002,07,10,1978
36781,福島県,平（タイラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,158.0,8,2013,04,07,92,8,1999,07,14,1976
36821,福島県,東白川（ヒガシシラカワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,96,8,1998,08,27,89,8,2000,07,02,1976
36836,福島県,山田（ヤマダ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,131.5,8,2023,09,08,58.5,8,2015,07,16,2009
36846,福島県,小名浜（オナハマ）,47598,2024,07,05,15,50,0.0,8,0.0,4,,,,,,123.5,8,2019,10,25,76.0,8,2011,07,19,1976
40041,茨城県,花園（ハナゾノ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,164.0,8,2019,10,12,112,8,2002,07,11,1976
40046,茨城県,北茨城（キタイバラキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,140.5,8,2023,09,08,68,8,2007,07,15,1976
40061,茨城県,大子（ダイゴ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,128.0,8,2013,09,15,98,8,1999,07,25,1976
40066,茨城県,徳田（トクダ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,122.5,8,2019,10,12,84,8,1998,07,23,1977
40076,茨城県,大能（オオノウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,147,8,1999,10,27,115,8,1998,07,23,1985
40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,112,8,1989,09,15,81,8,1998,07,29,1978
40126,茨城県,中野（ナカノ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,112,8,1989,08,01,72,8,1998,07,23,1977
40136,茨城県,日立（ヒタチ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,198.5,8,2023,09,08,72.0,8,2011,07,19,1976
40181,茨城県,門井（カドイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,125.5,8,2008,08,28,122.5,8,2011,07,28,1982
40191,茨城県,笠間（カサマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,103.5,8,2014,10,06,83.0,8,2022,07,03,1976
40201,茨城県,水戸（ミト）,47629,2024,07,05,15,50,0.0,8,0.0,4,,,,,,113,8,1981,10,23,74.0,8,2023,07,13,1976
40221,茨城県,古河（コガ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,97.5,8,2015,09,09,81.0,8,2011,07,19,1976
40231,茨城県,下館（シモダテ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,105.5,8,2008,08,28,70.5,8,2017,07,26,2001
40241,茨城県,柿岡（カキオカ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,117.0,8,2011,08,11,108.5,8,2017,07,04,1976
40251,茨城県,美野里（ミノリ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,99,8,1994,09,29,92.0,8,2017,07,04,1976
40281,茨城県,下妻（シモツマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,90,8,1981,10,22,83,8,1977,07,03,1976
40311,茨城県,鉾田（ホコタ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,124.5,8,2023,09,08,69.5,8,2011,07,19,1978
40326,茨城県,坂東（バンドウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,142.5,8,2017,07,04,142.5,8,2017,07,04,1976
40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646,2024,07,05,15,50,0.0,8,0.0,4,,,,,,109.0,8,2023,06,03,68.0,8,2016,07,14,1990
40341,茨城県,土浦（ツチウラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,103.0,8,2023,06,03,70.5,8,2017,07,04,1976
40391,茨城県,江戸崎（エドサキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,108.0,8,2013,10,16,52,8,1991,07,06,1976
40406,茨城県,鹿嶋（カシマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,250,8,1999,10,27,69.0,8,2014,07,01,1976
40426,茨城県,龍ケ崎（リュウガサキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,113,8,1976,09,02,67.0,8,2021,07,30,1976
41011,栃木県,那須高原（ナスコウゲン）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,205,8,1998,08,27,124,8,2000,07,17,1976
41076,栃木県,五十里（イカリ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,164.5,8,2015,09,10,125,8,2001,07,18,1976
41091,栃木県,黒磯（クロイソ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,308,8,1977,09,03,93.5,8,2010,07,30,1976
41116,栃木県,土呂部（ドロブ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,137.5,8,2019,10,12,106,8,2002,07,10,1977
41141,栃木県,大田原（オオタワラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,126,8,1998,08,27,116.5,8,2017,07,25,1976
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690,2024,07,05,15,50,0.0,8,0.0,4,,,,,,173,8,1998,09,16,117,8,1985,07,01,1976
41172,栃木県,日光東町（ニッコウヒガシマチ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,88.0,8,2023,09,05,53.5,8,2023,07,31,2022
41181,栃木県,塩谷（シオヤ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,153.5,8,2019,10,12,101,8,2005,07,30,1978
41211,栃木県,足尾（アシオ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,137.0,8,2019,10,12,108,8,1978,07,11,1976
41241,栃木県,高根沢（タカネザワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,125.5,8,2022,07,27,125.5,8,2022,07,27,1976
41247,栃木県,那須烏山（ナスカラスヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,128.0,8,2013,09,15,65.5,8,2022,07,27,2009
41271,栃木県,鹿沼（カヌマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,125.0,8,2019,10,12,119.0,8,2013,07,27,1976
41277,栃木県,宇都宮（ウツノミヤ）,47615,2024,07,05,15,50,0.0,8,0.0,4,,,,,,130.5,8,2023,09,04,88,8,1997,07,28,1976
41311,栃木県,葛生（クズウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,142.5,8,2019,10,12,79.0,8,2021,07,28,1976
41331,栃木県,真岡（モオカ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,156,8,2004,09,25,98.0,8,2021,07,28,1976
41356,栃木県,足利（アシカガ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,94,8,1990,08,08,92,8,2001,07,31,1976
41361,栃木県,佐野（サノ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,114,8,1976,05,26,73.5,8,2010,07,23,1976
41371,栃木県,栃木（トチギ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,132.5,8,2015,09,09,85,8,1983,07,09,1976
41376,栃木県,小山（オヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,121,8,2003,08,05,115.0,8,2009,07,30,1976
42046,群馬県,藤原（フジワラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,133,8,1983,07,27,133,8,1983,07,27,1977
42091,群馬県,みなかみ（ミナカミ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,144.5,8,2015,07,30,144.5,8,2015,07,30,1976
42106,群馬県,片品（カタシナ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,92.0,8,2011,08,07,62.5,8,2011,07,28,1977
42121,群馬県,草津（クサツ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,113.5,8,2017,08,06,76,8,1999,07,12,1976
42146,群馬県,沼田（ヌマタ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,81.0,8,2022,07,15,81.0,8,2022,07,15,1976
42186,群馬県,中之条（ナカノジョウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,126,8,1981,08,22,107,8,1984,07,26,1976
42221,群馬県,田代（タシロ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,117.0,8,2019,10,12,53,8,1984,07,26,1976
42241,群馬県,榛名山（ハルナサン）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,239,8,2001,08,28,108,8,1984,07,26,1976
42251,群馬県,前橋（マエバシ）,47624,2024,07,05,15,50,0.0,8,0.0,4,,,,,,157,8,1997,09,11,97,8,1977,07,26,1976
42261,群馬県,黒保根（クロホネ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,105.0,8,2017,08,14,89,8,2007,07,29,1978
42266,群馬県,桐生（キリュウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,107,8,2003,08,08,86,8,2002,07,10,1976
42286,群馬県,上里見（カミサトミ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,152,8,1982,08,01,111,8,1987,07,15,1976
42302,群馬県,伊勢崎（イセサキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,110.5,8,2011,09,01,73.5,8,2013,07,27,1998
42326,群馬県,西野牧（ニシノマキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,116,8,1988,08,23,63.0,8,2018,07,10,1976
42341,群馬県,藤岡（フジオカ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,111,8,1982,08,01,79,8,1976,07,13,1976
42366,群馬県,館林（タテバヤシ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,85.5,8,2015,07,16,85.5,8,2015,07,16,1976
42396,群馬県,神流（カンナ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,115,8,2007,09,06,70,8,1979,07,25,1977
43051,埼玉県,寄居（ヨリイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,127.5,8,2019,10,12,94.5,8,2022,07,28,1976
43056,埼玉県,熊谷（クマガヤ）,47626,2024,07,05,15,50,0.0,8,0.0,4,,,,,,153,8,1982,09,12,87.0,8,2015,07,16,1976
43091,埼玉県,上吉田（カミヨシダ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,109,8,2002,07,09,109,8,2002,07,09,1977
43121,埼玉県,鴻巣（コウノス）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,115,8,1987,08,18,99.5,8,2022,07,13,1976
43126,埼玉県,久喜（クキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,98.0,8,2020,09,04,77.0,8,2017,07,04,1976
43151,埼玉県,三峰（ミツミネ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,123.0,8,2018,07,28,123.0,8,2018,07,28,1976
43156,埼玉県,秩父（チチブ）,47641,2024,07,05,15,50,0.0,8,0.0,4,,,,,,159.5,8,2016,08,22,91,8,2002,07,11,1976
43157,埼玉県,浦山（ウラヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,164,8,1982,08,02,113,8,2002,07,11,1977
43162,埼玉県,ときがわ（トキガワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,136.0,8,2016,08,22,95,8,2002,07,11,2000
43171,埼玉県,鳩山（ハトヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,263.5,8,2022,07,12,263.5,8,2022,07,12,1977
43231,埼玉県,飯能（ハンノウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,163.5,8,2016,08,22,87,8,1992,07,15,1976
43241,埼玉県,さいたま（サイタマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,103.0,8,2016,08,22,85.5,8,2009,07,30,1976
43256,埼玉県,越谷（コシガヤ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,111.5,8,2009,10,08,96,8,1999,07,21,1976
43266,埼玉県,所沢（トコロザワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,147.0,8,2016,08,22,102.0,8,2010,07,05,1976
44046,東京都,小河内（オゴウチ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,138,8,1991,08,20,72,8,1985,07,20,1976
44051,東京都,小沢（オザワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,143,8,1982,08,02,94.5,8,2015,07,16,1977
44056,東京都,青梅（オウメ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,205.0,8,2016,08,22,91,8,1992,07,15,1976
44071,東京都,練馬（ネリマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,88.0,8,2018,03,09,50.0,8,2015,07,16,2012
44112,東京都,八王子（ハチオウジ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,119,8,2002,10,01,87,8,2003,07,12,1976
44116,東京都,府中（フチュウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,103.0,8,2008,08,29,84,8,1996,07,21,1976
44126,東京都,世田谷（セタガヤ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,131,8,1982,09,12,69,8,2000,07,08,1976
44132,東京都,東京（トウキョウ）,47662,2024,07,05,15,50,0.0,8,0.0,4,,,,,,142,8,1993,08,27,112,8,2000,07,04,1976
44136,東京都,江戸川臨海（エドガワリンカイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,117.5,8,2013,10,16,107,8,2000,07,04,1976
44166,東京都,羽田（ハネダ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,112,8,1981,10,22,88,8,1981,07,22,1976
44172,東京都,大島（オオシマ）,47675,2024,07,05,15,50,0.0,8,0.0,4,,,,,,335.0,8,2013,10,16,153,8,2000,07,08,1991
