観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,1日の最大値(mm),1日の最大値の品質情報,1日の最大値起時（時）(まで),1日の最大値起時（分）(まで),1日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,31日までの観測史上1位の値(mm),31日までの観測史上1位の値の品質情報,31日までの観測史上1位の値の年,31日までの観測史上1位の値の月,31日までの観測史上1位の値の日,31日までの1月の1位の値(mm),31日までの1月の1位の値の品質情報,31日までの1月の1位の値の年,31日までの1月の1位の値の月,31日までの1月の1位の値の日,統計開始年
72161,香川県,財田（サイタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,65.5,8,2016,08,25,10.5,8,2016,01,29,1978
72176,徳島県,竜王山（リュウオウザン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89,8,2004,07,09,11.5,8,2020,01,08,1976
73001,愛媛県,大三島（オオミシマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,59.0,8,2014,08,22,14.5,8,2020,01,08,1976
73071,愛媛県,玉川（タマガワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,66.5,8,2024,11,02,15.0,8,2020,01,08,1976
73076,愛媛県,今治（イマバリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,54.0,8,2024,11,02,15.0,8,2020,01,08,1976
73126,愛媛県,西条（サイジョウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,69.0,8,2008,08,29,12,8,1989,01,19,1976
73141,愛媛県,新居浜（ニイハマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,86.5,8,2017,09,17,11.0,8,2020,01,27,2016
73151,愛媛県,四国中央（シコクチュウオウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,61.0,8,2013,09,04,11.5,8,2015,01,15,1978
73152,愛媛県,富郷（トミサト）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,95.0,8,2013,09,04,15,8,2002,01,16,1978
73166,愛媛県,松山（マツヤマ）,47887,2025,01,01,12,10,0.0,8,0.0,4,,,,,,78.0,8,2024,11,02,28.0,8,1989,01,19,1890
73168,愛媛県,松山南吉田（マツヤマミナミヨシダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,78.5,8,2024,11,02,11.0,8,2015,01,15,2003
73231,愛媛県,上林（カミハヤシ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,77,8,2007,08,06,11.0,8,2023,01,14,1976
73247,愛媛県,成就社（ジョウジュシャ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,127,8,1999,09,15,15.5,8,2020,01,08,1980
73256,愛媛県,長浜（ナガハマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,67,8,2004,08,23,18,8,1988,01,21,1976
73271,愛媛県,中山（ナカヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,67,8,2005,07,03,15,8,1989,01,19,1976
73276,愛媛県,久万（クマ）,,2025,01,01,12,10,0.0,8,0.5,4,01,51,4,,,53.5,8,2017,09,17,11.5,8,2020,01,08,1976
73306,愛媛県,大洲（オオズ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,76,8,2004,08,01,14,8,1989,01,19,1976
73321,愛媛県,獅子越峠（シシゴエトウゲ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,101.0,8,2017,07,31,13,8,2008,01,11,1976
73341,愛媛県,瀬戸（セト）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,52.5,8,2012,08,11,17.5,8,2020,01,27,1997
73351,愛媛県,八幡浜（ヤワタハマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,57.5,8,2013,09,04,19,8,1988,01,21,1976
73406,愛媛県,宇和（ウワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68,8,1987,07,18,19,8,1990,01,29,1976
73442,愛媛県,宇和島（ウワジマ）,47892,2025,01,01,12,10,0.0,8,0.0,4,,,,,,76.5,8,2011,06,20,29.0,8,2020,01,27,1937
73446,愛媛県,近永（チカナガ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,104,8,2004,08,02,45.5,8,2020,01,27,1979
73516,愛媛県,御荘（ミショウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,74.5,8,2021,07,18,44.0,8,2020,01,27,1976
74056,高知県,本川（ホンガワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,85.5,8,2013,09,04,16.5,8,2020,01,27,1979
74071,高知県,本山（モトヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,102,8,1983,09,28,22,8,2002,01,21,1976
74101,高知県,池川（イケガワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,96.0,8,2013,09,04,47.5,8,2020,01,27,1977
74126,高知県,繁藤（シゲトウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,110,8,2004,08,01,27.5,8,2020,01,08,1976
74136,高知県,大栃（オオドチ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,87.5,8,2017,07,01,19.0,8,2020,01,08,1977
74151,高知県,魚梁瀬（ヤナセ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,114,8,1995,07,21,34.5,8,2020,01,08,1978
74166,高知県,佐川（サカワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,86,8,1976,09,08,43.5,8,2020,01,27,1976
74182,高知県,高知（コウチ）,47893,2025,01,01,12,10,0.0,8,0.0,4,,,,,,129.5,8,1998,09,24,36.0,8,1975,01,22,1937
74187,高知県,後免（ゴメン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,119,8,1998,09,24,20,8,1989,01,07,1978
74188,高知県,南国日章（ナンコクニッショウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,102,8,2006,09,06,18.5,8,2015,01,26,2003
74237,高知県,船戸（フナト）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,95.0,8,2009,08,10,52.5,8,2020,01,27,1976
74238,高知県,鳥形山（トリガタヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,80.5,8,2017,09,17,34.0,8,2020,01,27,2010
74271,高知県,安芸（アキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,83.0,8,2008,06,29,23,8,1982,01,04,1976
74276,高知県,田野（タノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,92.0,8,2018,09,04,29,8,1993,01,07,1976
74296,高知県,梼原（ユスハラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,83,8,1989,09,19,17.0,8,2015,01,15,1976
74311,高知県,須崎（スサキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,126,8,1998,09,24,26.0,8,2015,01,15,1976
74336,高知県,佐喜浜（サキハマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,133,8,2005,10,07,104.5,8,2020,01,28,1976
74361,高知県,窪川（クボカワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91.0,8,2022,07,04,74.5,8,2020,01,27,1976
74372,高知県,室戸岬（ムロトミサキ）,47899,2025,01,01,12,10,0.0,8,0.0,4,,,,,,149.0,8,2006,11,26,53.0,8,2001,01,07,1925
74381,高知県,江川崎（エカワサキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,80,8,2004,08,01,40.0,8,2020,01,27,1977
74391,高知県,大正（タイショウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,88,8,2004,09,16,45.0,8,2020,01,27,1976
74436,高知県,佐賀（サガ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89.5,8,2019,07,18,64.0,8,2020,01,27,1977
74447,高知県,宿毛（スクモ）,47897,2025,01,01,12,10,0.0,8,0.0,4,,,,,,108.0,8,2018,07,08,30.5,8,2020,01,27,1943
74456,高知県,中村（ナカムラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,117,8,2004,08,02,48.5,8,2020,01,27,1976
74506,高知県,三崎（ミサキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,103.0,8,2015,08,29,20.5,8,2015,01,15,2005
74516,高知県,清水（シミズ）,47898,2025,01,01,12,10,0.0,8,0.0,4,,,,,,150.0,8,1944,10,17,61.5,8,2001,01,07,1940
81011,山口県,須佐（スサ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,138.5,8,2013,07,28,13,8,1987,01,23,1976
81071,山口県,萩（ハギ）,47754,2025,01,01,12,10,0.0,8,0.0,4,,,,,,109.0,8,1971,08,23,14.0,8,2020,01,23,1949
81116,山口県,油谷（ユヤ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,78.0,8,2015,08,25,13.5,8,2020,01,23,1976
81146,山口県,篠生（シノブ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,48.0,8,2022,09,13,6.0,8,2024,01,20,2021
81151,山口県,徳佐（トクサ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,74,8,2005,08,08,12.0,8,2014,01,26,1976
81167,山口県,羅漢山（ラカンザン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,100,8,1977,09,03,16.0,8,2020,01,08,1976
81196,山口県,秋吉台（アキヨシダイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,71,8,1977,09,03,15,8,1994,01,27,1976
81228,山口県,鹿野（カノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73.0,8,2012,07,06,16.5,8,2020,01,08,2010
81231,山口県,広瀬（ヒロセ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,67,8,1999,09,24,17,8,2006,01,14,1976
81266,山口県,豊田（トヨタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,106.5,8,2023,06,30,12.0,8,2020,01,08,1976
81271,山口県,東厚保（ヒガシアツ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,81.0,8,2023,07,01,15.5,8,2020,01,08,2010
81286,山口県,山口（ヤマグチ）,47784,2025,01,01,12,10,0.0,8,0.0,4,,,,,,143.0,8,2013,07,28,18.5,8,2008,01,11,1966
81301,山口県,和田（ワダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91.5,8,2012,08,11,15,8,2006,01,14,1978
81321,山口県,岩国（イワクニ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,71.0,8,2014,08,06,14.0,8,2020,01,08,1976
81371,山口県,防府（ホウフ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,72.5,8,2009,07,21,16,8,2006,01,14,1976
81386,山口県,下松（クダマツ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,86.0,8,2018,07,05,15.0,8,2020,01,08,1976
81397,山口県,玖珂（クガ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,76.0,8,2018,07,07,17.0,8,2020,01,08,1977
81428,山口県,下関（シモノセキ）,47762,2025,01,01,12,10,0.0,8,0.0,4,,,,,,85.5,8,2024,07,11,14.0,8,1989,01,24,1908
81436,山口県,宇部（ウベ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64.5,8,2021,08,01,23.5,8,2020,01,08,1976
81481,山口県,柳井（ヤナイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,69,8,2005,07,03,22.0,8,2015,01,15,1976
81486,山口県,安下庄（アゲノショウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,72.0,8,2020,07,08,15,8,1982,01,04,1976
82036,福岡県,小呂島（オロノシマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,85.5,8,2017,08,16,16.5,8,2020,01,22,2014
82046,福岡県,宗像（ムナカタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68,8,1991,09,14,22.0,8,2020,01,08,1976
82056,福岡県,八幡（ヤハタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73.0,8,2013,07,03,15.5,8,2020,01,08,1976
82068,福岡県,空港北町（クウコウキタマチ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,67.0,8,2023,07,01,20.0,8,2020,01,08,2006
82097,福岡県,東谷（ヒガシタニ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,65.5,8,2015,08,25,26.5,8,2020,01,08,2012
82101,福岡県,行橋（ユクハシ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,65.0,8,2009,07,24,25.5,8,2020,01,08,1976
82136,福岡県,飯塚（イイヅカ）,47809,2025,01,01,12,10,0.0,8,0.0,4,,,,,,101.0,8,2009,07,24,33.4,8,1950,01,18,1935
82171,福岡県,前原（マエバル）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,147,8,1991,09,14,22.0,8,2020,01,08,1976
82182,福岡県,福岡（フクオカ）,47807,2025,01,01,12,10,0.0,8,0.0,4,,,,,,96.5,8,1997,07,28,22.5,8,1950,01,18,1896
82186,福岡県,博多（ハカタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,116.0,8,2009,07,24,22.0,8,2020,01,08,2003
82191,福岡県,太宰府（ダザイフ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,104,8,2003,07,19,20.0,8,2020,01,08,1977
82206,福岡県,添田（ソエダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,98,8,1983,07,05,16.5,8,2020,01,08,1976
82241,福岡県,早良脇山（サワラワキヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,88.5,8,2022,08,21,28.5,8,2020,01,08,2010
82261,福岡県,朝倉（アサクラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,129.5,8,2017,07,05,14.5,8,2010,01,20,1976
82272,福岡県,英彦山（ヒコサン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,86.5,8,2012,07,03,19,8,1996,01,15,1988
82306,福岡県,久留米（クルメ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,92.5,8,2020,06,27,18.5,8,2020,01,08,1977
82316,福岡県,耳納山（ミノウサン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91.5,8,2023,07,10,19.0,8,2020,01,08,1976
82317,福岡県,黒木（クロギ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91.5,8,2012,07,14,17.0,8,2020,01,08,1976
82331,福岡県,柳川（ヤナガワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91,8,1999,06,29,16.0,8,2020,01,08,1976
82361,福岡県,大牟田（オオムタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,99,8,1981,06,30,19,8,2008,01,11,1976
83021,大分県,国見（クニミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,104,8,2004,09,29,14.0,8,2015,01,15,1977
83051,大分県,中津（ナカツ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,57.0,8,2012,07,03,11.0,8,2015,01,15,2011
83061,大分県,豊後高田（ブンゴタカダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,61.5,8,2023,07,10,12.5,8,2015,01,15,1976
83096,大分県,耶馬渓（ヤバケイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91.0,8,2012,07,03,12.5,8,2015,01,15,1976
83106,大分県,院内（インナイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,70.0,8,2022,07,19,14.5,8,2015,01,15,1976
83121,大分県,杵築（キツキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,70.0,8,2008,09,26,11.5,8,2015,01,15,1978
83126,大分県,武蔵（ムサシ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,70.0,8,2013,07,26,11.5,8,2015,01,15,1976
83137,大分県,日田（ヒタ）,47814,2025,01,01,12,10,0.0,8,0.0,4,,,,,,97.6,8,1948,07,05,23.5,8,1950,01,18,1942
83191,大分県,玖珠（クス）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,80,8,1982,08,09,14,8,1989,01,19,1976
83201,大分県,湯布院（ユフイン）,,2025,01,01,12,10,,1,,1,,,,,,75.5,8,2024,08,29,11,8,1989,01,20,1976
83216,大分県,大分（オオイタ）,47815,2025,01,01,12,10,0.0,8,0.0,4,,,,,,81.5,8,1993,09,03,14.5,8,2015,01,15,1937
83226,大分県,佐賀関（サガノセキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,84,8,1998,10,17,18.0,8,2015,01,15,1976
83242,大分県,椿ヶ鼻（ツバキガハナ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,85.0,8,2012,07,14,17.0,8,2020,01,08,2004
83286,大分県,臼杵（ウスキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,83,8,2003,09,11,14.0,8,2015,01,15,1976
83341,大分県,犬飼（イヌカイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,69.0,8,2014,08,02,10.0,8,2015,01,15,1976
83371,大分県,竹田（タケタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,78.0,8,2009,08,10,11.5,8,2015,01,15,1976
83401,大分県,佐伯（サイキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,117.5,8,2020,01,27,117.5,8,2020,01,27,1976
83431,大分県,宇目（ウメ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89.5,8,2017,09,17,21.5,8,2015,01,15,1977
83476,大分県,蒲江（カマエ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,122,8,2006,09,16,65.5,8,2020,01,27,1976
84012,長崎県,鰐浦（ワニウラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89.5,8,2016,09,17,12.5,8,2018,01,16,1995
84072,長崎県,厳原（イヅハラ）,47800,2025,01,01,12,10,0.0,8,0.0,4,,,,,,116.0,8,2003,07,23,40.0,8,2023,01,13,1904
84076,長崎県,美津島（ミツシマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,95.0,8,2022,07,18,21.0,8,2018,01,16,2003
84121,長崎県,芦辺（アシベ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,120.0,8,2017,06,29,31,8,1992,01,31,1977
84122,長崎県,石田（イシダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,111.0,8,2009,07,24,16,8,2008,01,11,2003
84171,長崎県,平戸（ヒラド）,47805,2025,01,01,12,10,0.0,8,0.0,4,,,,,,125.5,8,1999,09,02,59.5,8,1972,01,24,1940
84183,長崎県,松浦（マツウラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,84.0,8,2023,09,15,20.0,8,2020,01,08,2011
84266,長崎県,佐世保（サセボ）,47812,2025,01,01,12,10,0.0,8,0.0,4,,,,,,125.1,8,1967,07,09,35.0,8,1972,01,24,1946
84306,長崎県,西海（サイカイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,82.5,8,2023,09,17,9.5,8,2024,01,10,2021
84341,長崎県,有川（アリカワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,120.0,8,2011,10,14,28.5,8,2020,01,23,1977
84361,長崎県,長浦岳（ナガウラダケ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,153,8,1982,07,23,24.5,8,2020,01,23,1976
84371,長崎県,大村（オオムラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,94.5,8,2020,07,06,23.5,8,2020,01,08,1976
84441,長崎県,諫早（イサハヤ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,101,8,1999,07,23,28.0,8,2020,01,23,1976
84496,長崎県,長崎（ナガサキ）,47817,2025,01,01,12,10,0.0,8,0.0,4,,,,,,127.5,8,1982,07,23,41.5,8,1972,01,24,1897
84519,長崎県,雲仙岳（ウンゼンダケ）,47818,2025,01,01,12,10,0.0,8,0.0,4,,,,,,134.5,8,2015,08,25,30.5,8,2008,01,12,1937
84523,長崎県,島原（シマバラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,97.0,8,2016,06,20,22,8,2008,01,12,2006
84536,長崎県,福江（フクエ）,47843,2025,01,01,12,10,0.0,8,0.0,4,,,,,,113.5,8,1967,07,09,43.0,8,2001,01,07,1962
84537,長崎県,上大津（カミオオヅ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,94,8,2003,09,11,27.0,8,2009,01,18,2003
84561,長崎県,口之津（クチノツ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,82.0,8,2017,07,06,32,8,2008,01,12,1976
84597,長崎県,脇岬（ワキミサキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73.5,8,2024,10,19,10.0,8,2023,01,13,2021
85033,佐賀県,唐津（カラツ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,77.5,8,2024,09,22,19.5,8,2020,01,08,2010
85046,佐賀県,北山（ホクザン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,80.0,8,2010,07,14,22.0,8,2020,01,08,2010
85106,佐賀県,鳥栖（トス）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,81.5,8,2019,07,21,23.0,8,2020,01,08,2010
85116,佐賀県,伊万里（イマリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,99,8,2006,09,16,23.5,8,2020,01,23,1976
85142,佐賀県,佐賀（サガ）,47813,2025,01,01,12,10,0.0,8,0.0,4,,,,,,110.0,8,2019,08,28,27.7,8,1950,01,18,1926
85161,佐賀県,嬉野（ウレシノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,84.5,8,2018,07,06,20,8,1994,01,17,1977
85166,佐賀県,白石（シロイシ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,109.5,8,2019,08,28,19,8,1990,01,29,1976
85176,佐賀県,川副（カワソエ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,60.5,4,2019,07,21,10.5,8,2020,01,23,2003
86006,熊本県,鹿北（カホク）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,95.5,8,2017,08,15,15,8,1989,01,19,1976
86066,熊本県,南小国（ミナミオグニ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,98,8,2005,07,10,15.0,8,2020,01,08,1976
86086,熊本県,岱明（タイメイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91.5,8,2013,08,04,24,8,2008,01,11,1976
86101,熊本県,菊池（キクチ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91,8,2006,07,02,20,8,1989,01,19,1976
86111,熊本県,阿蘇乙姫（アソオトヒメ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,108.0,8,2012,07,12,17.0,8,2010,01,20,1978
86141,熊本県,熊本（クマモト）,47819,2025,01,01,12,10,0.0,8,0.0,4,,,,,,94.0,8,2016,06,20,23.0,8,1972,01,24,1890
86146,熊本県,益城（マシキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,114,8,2006,06,26,15.0,8,2010,01,21,1976
86157,熊本県,南阿蘇（ミナミアソ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,84.0,8,2021,07,12,21.5,8,2020,01,08,2015
86161,熊本県,高森（タカモリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,80,8,1988,05,03,14,8,1989,01,08,1976
86181,熊本県,宇土（ウト）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,122.0,8,2016,06,20,23,8,2008,01,12,2006
86197,熊本県,山都（ヤマト）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,126.5,8,2016,06,21,22.5,8,2020,01,08,2010
86216,熊本県,三角（ミスミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,104.0,8,2016,06,20,29,8,2008,01,12,1976
86236,熊本県,甲佐（コウサ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,150.0,8,2016,06,21,24,8,2008,01,12,1976
86271,熊本県,松島（マツシマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,79.0,8,2009,10,02,47,8,2008,01,12,1976
86316,熊本県,本渡（ホンド）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,90.5,8,2009,10,02,45,8,2008,01,12,1976
86336,熊本県,八代（ヤツシロ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,77,8,2007,07,07,49,8,2008,01,12,1976
86396,熊本県,田浦（タノウラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,100,8,2005,07,06,23,8,2008,01,12,1976
86407,熊本県,山江（ヤマエ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89.5,8,2009,10,02,14,8,2008,01,12,1990
86411,熊本県,五木（イツキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,98.5,8,2012,07,12,15.5,8,2015,01,15,2012
86451,熊本県,水俣（ミナマタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,90.5,8,2020,05,04,21.5,8,2020,01,23,1976
86461,熊本県,一勝地（イッショウチ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,86.0,8,2022,07,09,16.5,8,2020,01,27,2006
86467,熊本県,人吉（ヒトヨシ）,47824,2025,01,01,12,10,0.0,8,0.0,4,,,,,,103.5,8,1996,07,03,19.0,8,1989,01,20,1943
86477,熊本県,上（ウエ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,81,8,1996,07,03,13.5,8,2016,01,29,1977
86478,熊本県,多良木（タラギ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,88.0,8,2009,10,02,15,8,2008,01,12,2006
86481,熊本県,湯前横谷（ユノマエヨコタニ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,82.0,8,2017,07,22,16.0,8,2015,01,15,1976
86491,熊本県,牛深（ウシブカ）,47838,2025,01,01,12,10,0.0,8,0.0,4,,,,,,98.0,8,2020,07,04,27.5,8,1979,01,29,1949
87041,宮崎県,高千穂（タカチホ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73,8,1993,08,09,15.5,8,2015,01,15,1976
87066,宮崎県,古江（フルエ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,114.0,8,2024,10,22,91.5,8,2020,01,27,1977
87071,宮崎県,鞍岡（クラオカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,97.5,8,2016,06,21,21,8,2008,01,12,1979
87086,宮崎県,日之影（ヒノカゲ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,58.5,8,2023,08,10,17.5,8,2015,01,15,2010
87127,宮崎県,諸塚（モロツカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,116,8,1990,08,11,17,8,2008,01,12,1979
87136,宮崎県,北方（キタカタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,72,8,2003,09,11,22.0,8,2015,01,15,1987
87141,宮崎県,延岡（ノベオカ）,47822,2025,01,01,12,10,0.0,8,0.0,4,,,,,,84.5,8,2021,08,08,35.0,8,2015,01,15,1961
87157,宮崎県,椎葉（シイバ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,78.0,8,2024,08,29,12.0,8,2020,01,08,2011
87181,宮崎県,日向（ヒュウガ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89.0,8,2016,09,19,30.5,8,2015,01,15,1976
87206,宮崎県,神門（ミカド）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,123,8,2004,08,17,17.0,8,2015,01,15,1979
87231,宮崎県,西米良（ニシメラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,85.0,8,2024,08,29,20,8,1979,01,29,1979
87251,宮崎県,都農（ツノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,88.0,8,2024,10,22,28.0,8,2015,01,15,2010
87293,宮崎県,高鍋（タカナベ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,96.0,8,2018,09,30,11.5,8,2023,01,14,2017
87301,宮崎県,加久藤（カクトウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,94.0,8,2022,07,15,21,8,1979,01,29,1976
